作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	8	5
2	0	2	2	5	3
3	0	9	9	9	2
4	0	0	0	5	2
5	0	0	0	7	2
6	6	1	7	9	4
7	6	10	16	7	6
8	9	5	14	9	5
9	9	5	14	9	1
10	9	8	17	9	6
11	14	4	18	6	4
12	14	2	16	8	6
13	16	6	22	6	6
14	16	5	21	6	8
15	16	6	22	5	8
16	16	8	24	6	1
17	17	2	19	5	6
18	19	10	29	7	4
19	19	5	24	8	8
20	19	10	29	8	5
21	19	1	20	9	3
22	20	3	23	8	2
23	21	10	31	6	8
24	22	1	23	8	5
25	23	1	24	5	3
26	24	9	33	6	6
27	24	6	30	8	4
28	24	2	26	7	6
29	29	6	35	9	7
30	30	4	34	10	4
31	30	2	32	5	7
32	31	1	32	5	1
33	32	9	41	5	3
34	32	3	35	8	2
35	33	10	43	5	8
36	34	5	39	7	8
37	35	8	43	6	2
38	35	4	39	8	5
39	39	4	43	5	1
40	39	9	48	7	6
41	43	4	47	7	6
42	43	3	46	10	8
43	43	4	47	9	5
44	43	7	50	5	8
45	47	10	57	5	4
46	47	6	53	6	5
47	47	5	52	8	2
48	48	8	56	6	6
49	50	7	57	5	7
50	50	1	51	9	3
51	51	9	60	5	2
52	52	5	57	5	5
53	56	1	57	5	2
54	57	9	66	6	2
55	57	1	58	5	1
56	57	1	58	9	4
57	57	5	62	5	1
58	57	3	60	7	3
59	60	2	62	5	1
60	62	4	66	8	5
