作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	7
2	0	7	7	9	3
3	0	0	0	7	8
4	0	0	0	7	7
5	7	7	14	7	1
6	7	9	16	8	7
7	14	9	23	6	2
8	14	7	21	8	1
9	16	1	17	9	4
10	16	2	18	10	6
11	16	6	22	8	5
12	18	6	24	9	1
13	21	8	29	10	4
14	21	3	24	9	1
15	22	4	26	6	6
16	22	2	24	8	8
17	22	5	27	6	4
18	24	3	27	7	3
19	24	4	28	8	2
20	24	9	33	5	7
21	26	10	36	5	1
22	26	2	28	5	2
23	26	4	30	6	1
24	28	10	38	8	3
25	28	9	37	7	3
26	28	9	37	7	1
27	29	4	33	7	8
28	30	2	32	6	2
29	33	9	42	8	8
30	33	3	36	5	4
31	33	6	39	10	4
32	36	1	37	9	6
33	36	7	43	5	4
34	37	7	44	5	1
35	37	10	47	8	8
36	37	8	45	9	3
37	37	4	41	8	7
38	37	10	47	8	8
39	38	6	44	10	4
40	39	8	47	6	6
41	42	6	48	8	5
42	43	2	45	6	5
43	44	1	45	8	3
44	45	4	49	5	7
45	45	9	54	6	8
46	45	10	55	8	4
47	45	10	55	9	2
48	47	7	54	5	6
49	48	9	57	7	3
50	48	8	56	10	6
51	49	4	53	6	1
52	54	5	59	8	5
53	54	7	61	6	1
54	56	3	59	6	5
55	59	8	67	9	5
56	61	4	65	10	6
57	61	2	63	6	7
58	63	7	70	10	4
59	63	4	67	7	3
60	65	3	68	10	4
