作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	8	5
2	0	1	1	5	5
3	0	1	1	5	1
4	0	0	0	7	2
5	0	0	0	6	3
6	1	2	3	6	5
7	1	9	10	10	7
8	1	3	4	8	4
9	1	6	7	7	3
10	1	3	4	9	2
11	3	1	4	5	4
12	3	9	12	10	1
13	3	6	9	10	3
14	3	9	12	9	3
15	4	4	8	8	2
16	7	5	12	6	7
17	7	2	9	9	7
18	7	9	16	6	6
19	8	4	12	5	1
20	8	5	13	9	4
21	12	6	18	7	5
22	12	9	21	10	4
23	12	6	18	8	3
24	12	2	14	7	6
25	12	8	20	8	7
26	13	4	17	5	5
27	14	1	15	7	6
28	16	4	20	7	2
29	16	2	18	8	5
30	16	8	24	5	7
31	17	1	18	6	7
32	18	7	25	9	2
33	18	1	19	6	4
34	18	7	25	10	4
35	20	4	24	5	2
36	21	10	31	6	5
37	24	7	31	8	8
38	24	3	27	5	1
39	25	8	33	6	5
40	25	10	35	8	6
41	25	2	27	10	3
42	31	10	41	9	8
43	31	6	37	9	8
44	31	3	34	7	6
45	33	9	42	6	6
46	34	1	35	7	6
47	34	1	35	7	3
48	35	10	45	6	7
49	35	10	45	8	3
50	37	4	41	5	4
51	37	2	39	9	2
52	37	2	39	9	2
53	41	2	43	7	8
54	41	4	45	6	2
55	42	10	52	5	2
56	45	10	55	7	7
57	45	1	46	5	8
58	45	7	52	10	6
59	52	9	61	8	3
60	52	8	60	8	8
