作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	2
2	0	3	3	10	4
3	0	2	2	7	6
4	0	0	0	8	2
5	0	0	0	7	1
6	2	3	5	6	3
7	2	4	6	9	7
8	3	9	12	6	1
9	3	9	12	9	6
10	5	10	15	10	4
11	6	4	10	5	8
12	7	2	9	6	8
13	7	9	16	5	3
14	7	7	14	7	4
15	12	1	13	6	8
16	12	10	22	10	1
17	12	1	13	6	7
18	13	9	22	10	1
19	13	4	17	7	4
20	13	1	14	8	7
21	13	2	15	10	1
22	14	6	20	6	3
23	15	8	23	5	6
24	15	7	22	7	2
25	15	4	19	6	6
26	16	4	20	10	7
27	19	1	20	10	2
28	19	6	25	5	1
29	22	1	23	5	8
30	22	9	31	8	6
31	22	5	27	9	1
32	23	9	32	9	6
33	23	8	31	7	4
34	23	10	33	8	4
35	25	1	26	5	6
36	26	2	28	7	7
37	27	2	29	10	1
38	27	5	32	10	7
39	29	8	37	9	7
40	31	3	34	6	5
41	31	7	38	5	8
42	32	7	39	8	6
43	32	1	33	5	5
44	33	6	39	10	6
45	33	4	37	10	2
46	33	5	38	7	8
47	37	9	46	6	6
48	37	4	41	7	4
49	39	4	43	7	3
50	39	5	44	6	7
51	43	7	50	8	5
52	43	1	44	9	6
53	44	6	50	7	5
54	44	7	51	6	8
55	50	1	51	5	1
56	51	3	54	6	2
57	51	2	53	7	5
58	51	9	60	5	5
59	53	6	59	5	8
60	60	3	63	7	3
