作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	5	7
2	0	10	10	9	8
3	0	10	10	10	8
4	0	0	0	6	3
5	0	0	0	6	7
6	6	2	8	5	6
7	6	1	7	7	5
8	7	4	11	9	5
9	7	9	16	6	2
10	10	9	19	5	4
11	10	1	11	7	5
12	10	2	12	10	5
13	10	6	16	7	4
14	11	1	12	8	2
15	11	4	15	7	6
16	11	6	17	7	1
17	12	6	18	7	4
18	15	1	16	6	5
19	15	6	21	6	6
20	15	9	24	8	2
21	16	5	21	10	1
22	16	4	20	9	7
23	16	9	25	7	7
24	16	4	20	9	2
25	17	8	25	6	2
26	20	9	29	10	6
27	20	7	27	9	1
28	20	4	24	7	4
29	24	2	26	5	5
30	24	2	26	8	4
31	25	10	35	9	7
32	26	5	31	6	5
33	26	7	33	5	2
34	26	10	36	6	5
35	27	6	33	6	7
36	29	10	39	10	1
37	29	6	35	10	8
38	31	6	37	8	8
39	33	4	37	10	6
40	33	9	42	10	1
41	36	6	42	6	2
42	36	8	44	7	4
43	36	2	38	6	7
44	37	5	42	9	3
45	38	9	47	6	8
46	38	10	48	9	6
47	42	9	51	8	8
48	42	1	43	7	6
49	44	1	45	7	3
50	45	6	51	9	5
51	47	8	55	5	8
52	51	6	57	9	8
53	51	9	60	9	3
54	51	2	53	6	8
55	55	10	65	10	7
56	57	8	65	8	6
57	57	2	59	7	8
58	59	9	68	8	4
59	60	4	64	6	3
60	65	8	73	10	5
