作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	7	2
2	0	4	4	7	8
3	0	7	7	8	8
4	0	0	0	6	7
5	0	0	0	7	2
6	3	3	6	10	8
7	4	8	12	9	3
8	4	10	14	9	8
9	6	2	8	5	7
10	6	6	12	7	8
11	6	8	14	7	4
12	7	10	17	7	2
13	12	5	17	10	1
14	12	1	13	7	7
15	13	4	17	5	2
16	14	1	15	8	5
17	15	7	22	7	5
18	15	3	18	10	3
19	15	4	19	5	8
20	17	9	26	7	1
21	17	4	21	8	4
22	18	8	26	9	6
23	19	8	27	6	6
24	21	7	28	9	8
25	21	8	29	5	2
26	22	2	24	9	4
27	22	2	24	8	1
28	26	5	31	8	4
29	26	7	33	7	2
30	26	6	32	5	3
31	28	7	35	7	7
32	28	7	35	6	1
33	29	6	35	6	7
34	29	10	39	10	3
35	32	1	33	5	4
36	32	1	33	9	6
37	33	5	38	8	1
38	35	5	40	10	1
39	35	2	37	7	7
40	35	8	43	9	7
41	35	9	44	5	8
42	39	7	46	5	2
43	39	9	48	9	5
44	39	10	49	10	5
45	43	5	48	9	8
46	43	9	52	8	7
47	43	3	46	10	7
48	46	4	50	10	5
49	48	10	58	7	5
50	48	3	51	7	8
51	50	5	55	5	8
52	51	2	53	5	2
53	52	8	60	9	4
54	60	2	62	8	6
55	60	10	70	8	5
56	62	3	65	9	7
57	65	10	75	8	5
58	70	7	77	9	2
59	70	8	78	10	3
60	77	7	84	10	5
