作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	7	8
2	0	2	2	9	7
3	0	3	3	10	7
4	0	0	0	9	4
5	0	0	0	7	7
6	2	4	6	6	7
7	2	1	3	9	3
8	3	1	4	10	2
9	3	4	7	8	8
10	3	6	9	8	3
11	3	8	11	10	7
12	6	8	14	10	7
13	6	6	12	9	4
14	6	8	14	8	4
15	9	9	18	5	4
16	11	3	14	7	5
17	12	1	13	6	1
18	12	1	13	8	3
19	13	1	14	9	7
20	13	2	15	6	5
21	13	5	18	9	4
22	14	9	23	6	6
23	14	9	23	10	2
24	14	2	16	8	2
25	16	9	25	8	6
26	16	1	17	8	3
27	16	6	22	6	8
28	17	8	25	5	2
29	18	5	23	9	6
30	18	8	26	5	3
31	23	4	27	10	5
32	23	10	33	9	3
33	23	6	29	7	8
34	23	2	25	5	2
35	25	7	32	8	4
36	25	5	30	5	8
37	25	2	27	5	1
38	27	1	28	5	2
39	29	9	38	7	2
40	29	7	36	8	6
41	30	7	37	9	5
42	30	10	40	9	7
43	30	10	40	10	7
44	32	7	39	9	5
45	32	3	35	6	2
46	35	2	37	5	8
47	36	9	45	7	5
48	38	8	46	8	6
49	39	3	42	5	4
50	40	4	44	9	4
51	40	1	41	5	6
52	41	9	50	5	2
53	42	5	47	6	5
54	44	5	49	10	5
55	44	3	47	5	1
56	45	4	49	6	7
57	49	10	59	9	1
58	49	10	59	9	5
59	50	4	54	8	1
60	59	8	67	5	7
