作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	10	4
2	0	6	6	10	1
3	0	5	5	8	8
4	0	0	0	7	4
5	0	0	0	10	5
6	5	7	12	9	3
7	6	6	12	6	4
8	6	2	8	6	3
9	6	1	7	7	3
10	6	8	14	5	7
11	7	8	15	9	3
12	8	8	16	8	6
13	8	9	17	10	5
14	12	9	21	5	8
15	14	1	15	7	5
16	14	6	20	10	3
17	15	4	19	6	2
18	15	4	19	9	4
19	17	4	21	5	2
20	17	4	21	5	5
21	19	2	21	8	4
22	19	9	28	10	1
23	20	3	23	9	6
24	21	9	30	9	5
25	21	3	24	5	8
26	21	8	29	10	1
27	23	2	25	8	8
28	23	8	31	8	4
29	24	5	29	7	3
30	25	6	31	5	2
31	28	2	30	7	6
32	29	9	38	5	7
33	30	4	34	6	6
34	30	2	32	5	5
35	31	9	40	7	6
36	31	10	41	6	8
37	32	1	33	9	6
38	32	9	41	9	5
39	34	4	38	9	7
40	34	5	39	9	7
41	38	8	46	6	3
42	39	9	48	7	2
43	40	1	41	7	4
44	41	6	47	8	1
45	41	4	45	10	8
46	41	5	46	9	4
47	41	1	42	7	7
48	42	4	46	5	3
49	45	8	53	5	6
50	46	8	54	7	3
51	46	2	48	7	3
52	47	8	55	7	1
53	48	10	58	10	2
54	48	1	49	6	1
55	48	8	56	8	8
56	53	5	58	8	7
57	54	2	56	7	5
58	55	4	59	7	7
59	56	3	59	7	2
60	58	2	60	6	6
