作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	10	1
2	0	3	3	5	8
3	0	6	6	6	4
4	0	0	0	6	5
5	0	0	0	10	6
6	3	3	6	5	3
7	6	3	9	9	4
8	6	1	7	8	2
9	6	8	14	7	6
10	6	2	8	6	6
11	7	5	12	5	5
12	9	6	15	9	8
13	9	6	15	6	7
14	12	3	15	6	8
15	14	5	19	10	8
16	15	9	24	9	8
17	15	4	19	6	6
18	15	6	21	8	6
19	15	7	22	7	3
20	19	1	20	9	7
21	20	9	29	5	3
22	20	1	21	10	3
23	21	1	22	6	8
24	22	7	29	7	7
25	22	6	28	6	2
26	24	7	31	8	1
27	28	1	29	7	8
28	28	8	36	5	8
29	29	9	38	6	8
30	31	9	40	5	2
31	36	8	44	7	3
32	38	1	39	10	4
33	38	10	48	8	8
34	39	6	45	6	4
35	40	1	41	8	1
36	41	10	51	6	2
37	44	4	48	10	6
38	45	10	55	7	1
39	48	6	54	5	6
40	51	9	60	9	7
41	51	10	61	7	4
42	54	8	62	8	1
43	55	4	59	7	7
44	59	10	69	6	7
45	59	5	64	8	3
46	60	8	68	6	5
47	61	8	69	9	2
48	62	10	72	10	4
49	64	8	72	7	6
50	68	3	71	7	8
51	71	6	77	8	6
52	71	8	79	7	3
53	72	9	81	9	1
54	72	9	81	10	7
55	77	5	82	7	3
56	81	1	82	10	3
57	81	1	82	8	3
58	82	9	91	9	6
59	82	9	91	9	3
60	82	5	87	7	1
