作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	8
2	0	2	2	8	8
3	0	4	4	5	4
4	0	0	0	9	8
5	0	0	0	6	8
6	4	3	7	5	4
7	4	7	11	5	3
8	4	6	10	9	3
9	4	3	7	10	5
10	4	6	10	9	8
11	7	1	8	8	3
12	7	1	8	10	4
13	10	7	17	6	6
14	10	2	12	7	8
15	10	10	20	7	3
16	10	2	12	5	1
17	12	8	20	8	7
18	12	2	14	10	1
19	12	2	14	5	8
20	12	9	21	6	7
21	14	5	19	8	3
22	17	5	22	7	7
23	17	5	22	7	5
24	19	1	20	5	2
25	20	4	24	5	6
26	20	7	27	6	3
27	20	3	23	7	4
28	21	4	25	7	3
29	22	3	25	5	3
30	22	8	30	6	8
31	23	5	28	7	2
32	24	3	27	7	4
33	25	1	26	7	2
34	25	2	27	9	3
35	25	3	28	7	1
36	27	6	33	7	8
37	27	1	28	9	1
38	28	9	37	9	4
39	28	7	35	5	7
40	28	3	31	6	3
41	30	5	35	10	8
42	31	9	40	5	7
43	33	2	35	9	1
44	35	7	42	7	6
45	35	6	41	9	3
46	35	9	44	10	5
47	40	5	45	8	2
48	41	4	45	10	2
49	41	10	51	7	1
50	42	9	51	6	2
51	42	8	50	7	1
52	44	9	53	6	8
53	45	9	54	9	3
54	50	4	54	9	2
55	51	1	52	7	8
56	51	6	57	6	5
57	52	2	54	9	6
58	53	10	63	6	3
59	54	9	63	6	6
60	57	4	61	7	3
