作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	6	4
2	0	2	2	10	4
3	0	8	8	5	7
4	0	0	0	5	5
5	0	0	0	9	2
6	2	8	10	7	2
7	2	5	7	10	8
8	2	5	7	9	5
9	5	8	13	8	8
10	7	7	14	9	2
11	8	3	11	9	2
12	10	6	16	7	1
13	10	6	16	9	2
14	10	8	18	9	7
15	11	3	14	10	3
16	11	7	18	10	8
17	13	10	23	8	4
18	14	4	18	6	5
19	16	10	26	5	6
20	16	3	19	7	2
21	18	10	28	5	5
22	18	7	25	8	8
23	18	9	27	10	4
24	18	1	19	7	2
25	18	2	20	6	5
26	18	7	25	7	6
27	19	6	25	10	1
28	20	2	22	9	8
29	20	5	25	10	1
30	23	7	30	10	6
31	23	8	31	10	2
32	25	3	28	6	7
33	25	10	35	6	7
34	25	1	26	7	8
35	26	8	34	6	3
36	26	10	36	10	1
37	28	3	31	9	3
38	30	6	36	5	2
39	31	1	32	7	7
40	32	7	39	5	1
41	35	8	43	7	5
42	36	4	40	5	2
43	39	9	48	7	3
44	40	9	49	7	8
45	43	2	45	10	5
46	43	5	48	9	2
47	43	2	45	6	3
48	45	6	51	9	2
49	48	8	56	8	2
50	48	5	53	6	7
51	48	3	51	9	1
52	51	6	57	7	1
53	51	10	61	9	2
54	53	8	61	6	1
55	53	6	59	9	6
56	56	1	57	8	8
57	56	3	59	8	8
58	59	2	61	9	3
59	61	4	65	9	6
60	65	1	66	6	1
