作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	7	1
2	0	8	8	10	8
3	0	7	7	10	5
4	0	0	0	5	5
5	0	0	0	9	3
6	2	7	9	7	6
7	8	8	16	5	7
8	8	3	11	9	3
9	8	2	10	5	4
10	9	4	13	7	7
11	9	1	10	8	6
12	10	9	19	9	7
13	10	7	17	9	3
14	11	5	16	9	5
15	13	4	17	6	1
16	16	3	19	8	4
17	17	8	25	6	7
18	17	10	27	6	1
19	17	7	24	9	2
20	17	9	26	5	6
21	19	6	25	10	4
22	19	5	24	10	2
23	24	4	28	9	3
24	25	9	34	7	5
25	25	8	33	8	3
26	26	1	27	6	8
27	27	7	34	10	2
28	28	5	33	7	5
29	33	7	40	6	5
30	34	1	35	9	6
31	34	3	37	9	4
32	35	2	37	5	8
33	35	8	43	6	3
34	37	6	43	8	5
35	37	4	41	5	1
36	37	10	47	9	5
37	40	1	41	9	4
38	41	5	46	9	1
39	41	1	42	5	3
40	43	5	48	7	4
41	43	4	47	5	2
42	46	6	52	8	4
43	47	5	52	6	3
44	47	2	49	10	3
45	48	4	52	8	6
46	48	7	55	10	7
47	52	6	58	10	1
48	52	4	56	8	6
49	55	6	61	6	8
50	56	10	66	5	5
51	58	10	68	10	2
52	58	1	59	6	3
53	59	7	66	6	1
54	61	2	63	7	7
55	63	6	69	9	8
56	63	8	71	8	2
57	66	7	73	6	8
58	66	10	76	6	6
59	68	1	69	7	3
60	71	6	77	5	6
