作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	5	6
2	0	8	8	8	1
3	0	10	10	7	6
4	0	0	0	7	4
5	0	0	0	10	5
6	7	6	13	6	6
7	7	2	9	8	1
8	9	3	12	8	3
9	10	1	11	8	5
10	10	3	13	8	4
11	12	9	21	9	6
12	13	4	17	10	7
13	13	8	21	9	3
14	13	4	17	5	2
15	17	3	20	8	1
16	17	10	27	9	4
17	20	1	21	5	1
18	20	10	30	6	6
19	21	6	27	9	8
20	21	6	27	9	7
21	27	4	31	7	3
22	27	3	30	10	6
23	27	9	36	10	7
24	30	10	40	9	6
25	31	7	38	7	4
26	36	8	44	5	3
27	36	5	41	9	7
28	41	2	43	10	6
29	43	1	44	5	2
30	43	1	44	10	2
31	44	6	50	6	3
32	44	3	47	10	4
33	44	1	45	10	4
34	44	9	53	10	3
35	45	1	46	5	8
36	46	7	53	9	5
37	47	5	52	9	6
38	50	10	60	6	2
39	52	2	54	10	1
40	53	8	61	7	1
41	53	6	59	7	1
42	54	9	63	8	6
43	60	6	66	7	2
44	60	7	67	7	8
45	63	10	73	10	4
46	66	6	72	10	8
47	66	5	71	10	5
48	67	9	76	5	4
49	71	2	73	9	8
50	72	10	82	10	5
51	73	10	83	9	6
52	73	6	79	7	7
53	76	5	81	8	7
54	81	7	88	5	3
55	82	6	88	7	4
56	83	9	92	7	7
57	88	2	90	10	1
58	88	8	96	10	7
59	88	7	95	10	6
60	90	9	99	5	7
