作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	7	2
2	0	9	9	7	6
3	0	5	5	9	5
4	0	0	0	9	3
5	0	0	0	6	7
6	5	2	7	9	2
7	5	7	12	6	1
8	8	9	17	6	2
9	9	3	12	9	1
10	9	4	13	5	8
11	12	5	17	10	1
12	12	10	22	6	8
13	12	8	20	8	1
14	17	2	19	8	5
15	17	2	19	6	8
16	19	9	28	6	6
17	19	10	29	5	7
18	20	6	26	10	5
19	20	3	23	7	5
20	20	3	23	10	6
21	22	3	25	8	3
22	23	5	28	6	4
23	23	7	30	10	3
24	23	3	26	8	3
25	26	8	34	10	2
26	26	5	31	10	6
27	26	3	29	6	6
28	26	5	31	6	4
29	29	3	32	7	5
30	29	1	30	10	3
31	29	2	31	9	2
32	30	8	38	8	8
33	31	6	37	5	6
34	31	8	39	5	1
35	31	3	34	6	6
36	31	8	39	8	5
37	34	3	37	10	1
38	34	7	41	7	6
39	34	9	43	8	4
40	37	2	39	5	8
41	39	2	41	10	3
42	39	8	47	10	3
43	39	3	42	9	5
44	41	3	44	8	4
45	41	4	45	6	5
46	41	4	45	5	4
47	42	5	47	9	2
48	43	10	53	7	7
49	45	10	55	9	6
50	45	5	50	6	6
51	47	2	49	6	8
52	47	9	56	5	8
53	47	5	52	10	3
54	52	6	58	9	7
55	53	6	59	10	5
56	55	9	64	10	7
57	55	8	63	5	4
58	56	2	58	5	5
59	58	10	68	10	5
60	64	6	70	10	1
