作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	9	3
2	0	1	1	8	6
3	0	0	0	10	4
4	0	0	0	9	2
5	1	7	8	5	6
6	1	3	4	5	1
7	4	9	13	7	1
8	4	6	10	9	3
9	4	5	9	10	8
10	4	10	14	8	1
11	9	10	19	5	7
12	9	10	19	10	6
13	9	5	14	9	1
14	9	6	15	5	3
15	14	4	18	7	7
16	14	9	23	6	7
17	15	2	17	10	8
18	15	8	23	5	8
19	15	3	18	8	7
20	17	10	27	7	1
21	18	6	24	6	5
22	19	2	21	6	3
23	19	9	28	5	1
24	21	6	27	8	5
25	21	1	22	6	8
26	23	10	33	8	1
27	23	10	33	6	5
28	27	2	29	6	6
29	28	6	34	9	2
30	33	8	41	8	5
31	33	8	41	6	5
32	33	3	36	6	8
33	33	6	39	9	3
34	34	10	44	5	2
35	36	5	41	5	4
36	36	2	38	6	8
37	39	9	48	9	6
38	39	4	43	7	1
39	41	8	49	7	7
40	41	8	49	10	8
41	43	8	51	9	3
42	43	3	46	8	2
43	44	8	52	5	4
44	46	8	54	9	6
45	49	2	51	9	3
46	51	6	57	5	1
47	52	8	60	8	1
48	57	8	65	7	8
49	60	4	64	5	4
50	60	4	64	7	8
51	64	3	67	7	8
52	64	6	70	9	1
53	65	5	70	9	3
54	65	8	73	10	8
55	65	3	68	6	2
56	68	9	77	9	3
57	70	10	80	8	7
58	70	7	77	9	3
59	73	4	77	7	1
60	77	7	84	5	7
