作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	1	5	6	7	7
2	2	8	10	10	3
3	2	8	10	1	2
4	3	7	10	13	4
5	4	7	11	11	9
6	4	10	14	13	8
7	4	2	6	3	1
8	5	7	12	10	5
9	5	7	12	11	2
10	5	4	9	13	2
11	8	9	17	8	10
12	8	6	14	11	6
13	8	4	12	8	9
14	9	6	15	12	10
15	10	2	12	8	10
16	10	1	11	13	9
17	10	6	16	4	4
18	12	9	21	8	7
19	13	7	20	10	2
20	13	8	21	9	7
21	14	1	15	2	6
22	16	10	26	14	5
23	16	10	26	8	3
24	17	1	18	12	4
25	18	2	20	10	10
26	18	7	25	11	7
27	18	9	27	11	8
28	19	9	28	15	1
29	19	4	23	14	1
30	20	4	24	11	3
31	20	4	24	12	10
32	20	4	24	11	3
33	20	3	23	5	9
34	20	3	23	1	7
35	21	10	31	10	10
36	21	2	23	6	9
37	21	5	26	15	6
38	22	1	23	9	9
39	22	4	26	7	10
40	22	4	26	7	8
41	23	1	24	5	8
42	23	1	24	5	5
43	24	2	26	4	4
44	24	3	27	1	7
45	24	3	27	8	6
46	25	4	29	12	7
47	26	5	31	6	7
48	26	2	28	15	8
49	26	7	33	10	8
50	27	6	33	15	8
51	27	10	37	10	8
52	28	8	36	2	5
53	28	6	34	5	9
54	28	5	33	9	4
55	29	5	34	3	9
56	29	7	36	12	4
57	29	8	37	11	7
58	29	8	37	13	9
59	29	6	35	6	9
60	29	6	35	13	5
61	29	3	32	8	1
62	30	7	37	5	1
63	30	7	37	15	2
64	31	10	41	1	10
65	31	9	40	4	6
66	31	9	40	8	3
67	32	8	40	5	1
68	33	8	41	8	1
69	33	1	34	2	2
70	34	8	42	13	6
71	34	8	42	6	7
72	34	5	39	5	7
73	35	4	39	1	7
74	35	2	37	2	1
75	35	6	41	8	5
76	35	10	45	6	7
77	36	6	42	13	5
78	37	7	44	14	3
79	38	7	45	6	1
80	38	7	45	7	5
81	39	4	43	2	3
82	39	6	45	14	6
83	40	1	41	7	8
84	40	4	44	11	3
85	40	6	46	8	2
86	40	8	48	5	5
87	41	10	51	4	5
88	42	5	47	1	4
89	42	5	47	10	1
90	43	9	52	2	5
