作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	6	8
2	0	10	10	8	7
3	0	2	2	9	8
4	0	0	0	9	7
5	0	0	0	9	1
6	2	4	6	9	6
7	5	4	9	10	8
8	5	9	14	10	7
9	5	2	7	8	5
10	7	2	9	6	7
11	9	4	13	9	3
12	9	4	13	5	1
13	9	7	16	8	7
14	10	7	17	7	2
15	14	1	15	8	8
16	14	5	19	9	5
17	15	8	23	6	8
18	16	9	25	5	8
19	17	8	25	6	6
20	19	1	20	5	5
21	19	4	23	8	4
22	20	1	21	10	7
23	23	10	33	9	6
24	23	1	24	9	4
25	25	3	28	7	2
26	25	7	32	7	3
27	25	9	34	7	7
28	28	7	35	6	2
29	32	8	40	9	2
30	33	1	34	6	6
31	34	9	43	7	5
32	34	3	37	7	8
33	34	1	35	5	2
34	35	2	37	9	8
35	35	8	43	9	8
36	37	3	40	7	3
37	40	2	42	9	1
38	40	2	42	8	8
39	40	10	50	5	8
40	42	1	43	5	3
41	42	9	51	7	2
42	42	6	48	8	3
43	43	5	48	5	3
44	43	6	49	7	7
45	48	1	49	9	1
46	48	8	56	10	8
47	49	2	51	6	4
48	49	5	54	10	4
49	50	6	56	7	6
50	51	1	52	9	7
51	51	2	53	9	7
52	51	8	59	7	7
53	52	3	55	10	2
54	53	9	62	5	4
55	56	6	62	8	5
56	56	3	59	5	2
57	59	5	64	8	4
58	59	5	64	6	2
59	62	10	72	7	2
60	62	7	69	5	1
