作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	7	4
2	0	6	6	5	4
3	0	4	4	9	5
4	0	0	0	9	5
5	0	0	0	5	3
6	4	6	10	5	7
7	4	5	9	5	4
8	4	10	14	5	3
9	6	9	15	9	3
10	6	6	12	10	3
11	7	5	12	8	3
12	7	2	9	9	8
13	9	8	17	5	5
14	9	3	12	7	4
15	9	6	15	10	8
16	12	8	20	8	2
17	12	7	19	10	7
18	14	9	23	5	2
19	14	5	19	7	3
20	14	8	22	6	3
21	15	1	16	10	5
22	15	7	22	10	7
23	15	2	17	9	3
24	17	7	24	5	4
25	19	10	29	10	6
26	20	9	29	5	6
27	22	5	27	5	8
28	22	8	30	9	3
29	29	7	36	8	5
30	29	7	36	7	5
31	29	8	37	6	3
32	30	3	33	7	6
33	30	5	35	6	7
34	30	7	37	7	2
35	33	9	42	6	7
36	35	3	38	10	7
37	35	9	44	5	5
38	36	5	41	7	3
39	37	3	40	5	8
40	37	2	39	9	4
41	38	2	40	7	6
42	38	10	48	5	6
43	42	2	44	5	2
44	44	10	54	9	6
45	44	4	48	7	5
46	44	2	46	9	4
47	46	7	53	9	8
48	48	2	50	7	8
49	53	4	57	6	2
50	53	5	58	5	1
51	53	1	54	10	5
52	54	10	64	7	2
53	54	6	60	9	1
54	54	6	60	10	5
55	57	7	64	10	7
56	58	6	64	8	8
57	60	7	67	9	2
58	64	5	69	10	7
59	64	8	72	8	5
60	64	3	67	9	3
