作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	5	3
2	0	4	4	8	8
3	0	0	0	7	1
4	0	0	0	7	4
5	3	1	4	6	6
6	3	4	7	7	3
7	4	5	9	7	7
8	4	5	9	8	6
9	9	4	13	5	1
10	9	1	10	9	1
11	9	1	10	7	4
12	10	9	19	10	4
13	13	6	19	7	6
14	13	8	21	10	2
15	13	7	20	9	7
16	19	3	22	10	8
17	19	1	20	9	4
18	19	8	27	9	2
19	19	3	22	5	1
20	20	1	21	6	7
21	21	6	27	8	3
22	21	4	25	9	8
23	21	6	27	8	5
24	22	8	30	8	1
25	27	3	30	7	8
26	27	10	37	10	3
27	30	3	33	9	2
28	30	8	38	9	2
29	33	5	38	5	5
30	37	3	40	9	8
31	37	8	45	7	3
32	38	1	39	5	5
33	39	7	46	7	3
34	39	7	46	5	1
35	40	9	49	5	2
36	40	10	50	5	4
37	45	1	46	10	3
38	46	7	53	10	4
39	46	3	49	9	4
40	46	9	55	5	3
41	50	1	51	7	3
42	51	7	58	6	8
43	53	10	63	5	3
44	55	4	59	9	6
45	59	9	68	7	5
46	59	2	61	5	2
47	61	8	69	5	1
48	63	6	69	10	8
49	68	10	78	10	8
50	69	4	73	6	4
51	73	9	82	10	5
52	78	7	85	10	4
53	85	4	89	6	1
54	85	7	92	6	5
55	89	10	99	6	2
56	92	9	101	9	3
57	99	7	106	10	7
58	99	3	102	9	4
59	102	9	111	6	4
60	106	8	114	6	7
