作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	6	7
2	0	4	4	9	4
3	0	4	4	8	2
4	0	0	0	8	8
5	0	0	0	9	5
6	4	3	7	7	2
7	4	1	5	5	2
8	4	10	14	5	8
9	5	10	15	6	4
10	5	6	11	9	6
11	11	10	21	6	6
12	14	5	19	7	8
13	14	10	24	6	2
14	15	7	22	9	6
15	15	9	24	10	3
16	19	2	21	9	5
17	21	1	22	6	5
18	21	1	22	10	7
19	22	10	32	9	5
20	22	7	29	6	4
21	22	8	30	7	5
22	22	5	27	7	1
23	24	6	30	5	4
24	24	4	28	5	1
25	24	8	32	5	8
26	24	3	27	7	8
27	27	8	35	8	8
28	27	8	35	8	4
29	27	10	37	5	3
30	27	8	35	10	5
31	30	9	39	6	8
32	30	6	36	9	2
33	32	4	36	7	1
34	35	7	42	10	7
35	36	3	39	5	3
36	36	3	39	9	5
37	36	7	43	7	7
38	37	10	47	7	2
39	37	8	45	7	1
40	39	1	40	6	7
41	39	10	49	9	2
42	40	6	46	6	8
43	43	7	50	5	8
44	46	9	55	5	7
45	47	3	50	6	8
46	47	10	57	8	5
47	49	9	58	7	3
48	50	8	58	7	3
49	57	7	64	7	2
50	58	2	60	5	3
51	58	4	62	6	3
52	60	9	69	10	7
53	60	9	69	6	5
54	62	4	66	8	6
55	64	5	69	5	3
56	64	8	72	10	5
57	66	5	71	7	2
58	69	9	78	6	6
59	72	5	77	10	3
60	72	1	73	5	7
