作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	5	1
2	0	7	7	10	4
3	0	5	5	5	3
4	0	0	0	5	7
5	0	0	0	8	4
6	1	6	7	6	5
7	1	9	10	7	7
8	5	6	11	8	5
9	7	8	15	10	4
10	7	1	8	7	6
11	8	2	10	8	7
12	8	2	10	8	5
13	8	5	13	10	3
14	10	3	13	5	1
15	10	9	19	7	8
16	10	5	15	10	4
17	11	3	14	10	4
18	13	6	19	8	1
19	13	3	16	6	5
20	14	7	21	5	6
21	15	3	18	5	5
22	16	2	18	9	5
23	16	3	19	5	3
24	18	8	26	5	8
25	18	7	25	5	7
26	19	1	20	5	2
27	19	2	21	6	4
28	19	1	20	8	8
29	21	5	26	10	5
30	21	5	26	7	5
31	21	9	30	9	8
32	25	1	26	5	1
33	26	2	28	8	1
34	26	9	35	9	8
35	26	9	35	10	4
36	26	4	30	5	1
37	26	7	33	8	3
38	28	5	33	9	7
39	30	10	40	9	8
40	30	9	39	6	3
41	33	1	34	10	8
42	34	6	40	10	3
43	35	7	42	7	2
44	39	9	48	5	4
45	40	5	45	8	1
46	40	3	43	9	1
47	42	10	52	6	6
48	42	8	50	9	2
49	43	1	44	7	1
50	44	9	53	8	6
51	45	9	54	5	2
52	48	7	55	10	6
53	52	3	55	5	1
54	53	9	62	10	6
55	54	4	58	6	4
56	55	2	57	9	5
57	55	6	61	7	4
58	55	10	65	10	5
59	58	6	64	6	3
60	62	1	63	9	7
