作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	8	8
2	0	1	1	7	7
3	0	0	0	6	1
4	0	0	0	9	8
5	1	4	5	5	4
6	1	8	9	6	4
7	1	8	9	5	1
8	5	10	15	10	8
9	5	9	14	6	3
10	7	5	12	7	2
11	7	9	16	9	5
12	7	1	8	7	3
13	8	10	18	5	7
14	9	1	10	6	3
15	9	1	10	6	3
16	9	3	12	8	2
17	9	5	14	6	3
18	9	10	19	9	3
19	10	10	20	8	4
20	10	10	20	10	1
21	12	5	17	7	6
22	14	3	17	5	8
23	14	7	21	8	5
24	15	1	16	5	1
25	16	10	26	5	6
26	16	1	17	7	5
27	16	7	23	7	1
28	17	1	18	6	5
29	17	10	27	7	3
30	18	8	26	10	5
31	18	6	24	9	8
32	18	9	27	6	4
33	19	8	27	10	8
34	19	2	21	9	1
35	20	5	25	6	6
36	21	7	28	10	5
37	24	3	27	6	2
38	24	8	32	5	6
39	26	6	32	6	7
40	26	8	34	6	8
41	27	2	29	6	1
42	27	5	32	5	5
43	28	1	29	10	7
44	28	9	37	9	4
45	29	5	34	5	7
46	29	7	36	5	4
47	32	2	34	5	8
48	32	6	38	10	8
49	34	3	37	9	1
50	34	2	36	9	1
51	34	7	41	6	5
52	36	5	41	7	4
53	36	3	39	9	5
54	37	8	45	9	2
55	38	9	47	7	7
56	39	6	45	10	4
57	41	8	49	6	4
58	45	10	55	9	7
59	47	9	56	6	2
60	49	7	56	5	4
