作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	8
2	0	7	7	9	6
3	0	10	10	10	4
4	0	0	0	7	7
5	0	0	0	9	5
6	7	8	15	10	6
7	8	3	11	8	4
8	8	2	10	5	1
9	8	9	17	9	8
10	10	2	12	9	2
11	10	2	12	9	5
12	11	3	14	8	6
13	11	3	14	6	4
14	11	6	17	9	5
15	15	5	20	9	5
16	15	2	17	8	3
17	15	4	19	8	6
18	17	7	24	10	2
19	17	6	23	10	1
20	17	7	24	10	3
21	17	8	25	7	6
22	20	1	21	9	7
23	23	4	27	5	4
24	24	1	25	7	5
25	25	2	27	8	3
26	25	2	27	5	3
27	25	7	32	6	2
28	25	3	28	5	6
29	27	5	32	5	7
30	27	5	32	5	3
31	28	7	35	10	3
32	32	4	36	9	8
33	32	3	35	5	4
34	32	3	35	9	3
35	32	8	40	5	4
36	32	1	33	10	1
37	33	6	39	6	4
38	35	7	42	5	1
39	35	6	41	10	1
40	40	9	49	7	2
41	40	3	43	6	6
42	40	1	41	10	4
43	41	9	50	7	4
44	41	10	51	7	4
45	41	5	46	5	8
46	46	3	49	10	2
47	49	6	55	5	6
48	49	10	59	9	5
49	50	5	55	5	5
50	51	4	55	7	3
51	51	2	53	9	6
52	51	8	59	6	8
53	53	6	59	7	4
54	55	1	56	10	5
55	59	2	61	8	1
56	59	8	67	10	1
57	59	3	62	10	7
58	62	10	72	5	4
59	67	2	69	5	4
60	69	3	72	5	3
