作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	6	4
2	0	10	10	10	1
3	0	9	9	10	6
4	0	0	0	10	3
5	0	0	0	9	2
6	9	4	13	5	1
7	9	9	18	6	7
8	10	3	13	7	8
9	10	9	19	8	3
10	10	9	19	7	7
11	13	10	23	7	5
12	13	8	21	7	8
13	13	2	15	8	3
14	13	5	18	5	5
15	15	5	20	7	1
16	18	4	22	8	5
17	18	6	24	7	6
18	18	5	23	9	5
19	18	10	28	10	7
20	18	7	25	6	7
21	19	7	26	8	4
22	19	9	28	8	2
23	19	4	23	8	1
24	19	7	26	8	4
25	19	4	23	9	3
26	20	4	24	8	4
27	22	2	24	10	6
28	23	7	30	5	8
29	23	10	33	9	3
30	23	8	31	5	6
31	23	4	27	6	4
32	24	6	30	9	8
33	25	2	27	8	2
34	26	10	36	7	4
35	26	8	34	6	6
36	27	7	34	6	4
37	28	5	33	8	7
38	28	1	29	5	1
39	29	3	32	6	2
40	29	6	35	8	3
41	31	3	34	10	1
42	32	4	36	6	6
43	33	7	40	10	8
44	34	7	41	9	7
45	34	2	36	8	5
46	34	2	36	6	3
47	34	4	38	8	3
48	35	7	42	5	7
49	35	6	41	7	5
50	36	1	37	7	5
51	36	1	37	5	3
52	38	7	45	5	8
53	41	10	51	5	2
54	42	5	47	5	6
55	45	6	51	10	8
56	51	4	55	5	7
57	51	4	55	10	3
58	51	2	53	8	1
59	53	6	59	8	5
60	55	2	57	5	7
