作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	7	8
2	0	3	3	6	1
3	0	9	9	7	7
4	0	0	0	8	1
5	0	0	0	10	7
6	3	10	13	8	1
7	5	9	14	7	7
8	5	6	11	9	8
9	5	1	6	7	4
10	9	6	15	9	5
11	9	2	11	7	7
12	9	6	15	6	7
13	11	10	21	10	7
14	11	5	16	6	1
15	11	2	13	9	8
16	13	3	16	6	6
17	13	5	18	7	2
18	13	10	23	6	5
19	14	3	17	7	7
20	14	9	23	6	6
21	15	4	19	8	3
22	15	8	23	6	5
23	15	1	16	10	1
24	15	10	25	7	4
25	15	1	16	10	1
26	15	8	23	7	5
27	16	2	18	10	3
28	16	4	20	7	3
29	16	7	23	9	6
30	16	6	22	10	3
31	16	6	22	9	3
32	17	5	22	10	6
33	17	5	22	9	2
34	21	6	27	8	4
35	22	4	26	8	8
36	22	7	29	5	8
37	23	3	26	6	6
38	23	3	26	6	4
39	23	5	28	7	8
40	23	9	32	10	2
41	23	8	31	9	5
42	25	4	29	5	2
43	26	9	35	6	2
44	27	9	36	6	1
45	28	1	29	5	1
46	29	8	37	5	5
47	29	10	39	10	8
48	31	10	41	7	8
49	31	3	34	8	8
50	32	9	41	7	1
51	34	3	37	10	4
52	34	7	41	7	4
53	37	4	41	8	8
54	39	1	40	5	7
55	41	9	50	5	4
56	41	3	44	6	5
57	41	6	47	7	4
58	41	9	50	8	3
59	41	3	44	8	5
60	47	1	48	10	7
