作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	5	3
2	0	9	9	10	6
3	0	7	7	7	1
4	0	0	0	9	4
5	0	0	0	8	2
6	1	8	9	8	6
7	1	4	5	7	7
8	1	6	7	8	4
9	5	10	15	7	3
10	7	10	17	5	3
11	7	9	16	7	1
12	7	9	16	8	1
13	7	6	13	7	2
14	7	4	11	6	3
15	9	3	12	6	3
16	9	10	19	9	6
17	11	10	21	10	5
18	11	7	18	7	2
19	12	8	20	5	6
20	13	6	19	7	1
21	13	4	17	7	4
22	13	4	17	7	8
23	15	2	17	7	6
24	15	2	17	10	1
25	15	7	22	9	3
26	16	10	26	10	5
27	17	6	23	8	2
28	17	6	23	10	6
29	17	5	22	5	8
30	17	8	25	9	5
31	18	3	21	6	1
32	18	5	23	5	4
33	21	2	23	10	8
34	21	3	24	10	8
35	22	1	23	5	3
36	22	1	23	6	8
37	23	1	24	10	3
38	23	3	26	9	6
39	23	8	31	9	5
40	23	3	26	10	8
41	24	4	28	7	3
42	25	8	33	8	8
43	26	7	33	9	6
44	33	9	42	5	5
45	33	9	42	6	1
46	33	5	38	8	4
47	38	2	40	7	5
48	38	9	47	6	3
49	40	3	43	10	8
50	42	6	48	9	4
51	43	6	49	5	4
52	43	8	51	6	5
53	47	2	49	6	8
54	47	3	50	6	5
55	48	7	55	5	8
56	49	3	52	6	3
57	49	1	50	9	2
58	51	2	53	8	3
59	53	1	54	10	3
60	54	5	59	5	3
