作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	8
2	0	3	3	8	7
3	0	8	8	9	3
4	0	0	0	6	8
5	0	0	0	6	6
6	3	8	11	6	1
7	3	3	6	7	2
8	4	9	13	6	6
9	4	2	6	8	3
10	6	2	8	9	1
11	8	5	13	9	2
12	8	8	16	6	1
13	8	10	18	9	3
14	8	10	18	10	2
15	13	3	16	8	7
16	13	10	23	7	5
17	16	5	21	5	2
18	16	7	23	6	3
19	18	2	20	9	3
20	18	3	21	7	6
21	18	6	24	7	6
22	20	2	22	6	8
23	21	7	28	9	3
24	21	9	30	5	4
25	21	6	27	6	3
26	23	6	29	6	7
27	23	10	33	5	6
28	23	10	33	5	3
29	24	4	28	8	6
30	27	1	28	7	2
31	28	4	32	5	5
32	28	8	36	5	4
33	30	1	31	8	5
34	30	7	37	5	1
35	31	2	33	8	2
36	31	9	40	8	8
37	33	4	37	8	8
38	37	6	43	9	1
39	37	3	40	9	8
40	37	4	41	8	1
41	40	8	48	5	4
42	40	8	48	8	5
43	40	6	46	6	7
44	41	10	51	5	7
45	43	5	48	5	8
46	46	9	55	9	5
47	46	8	54	6	5
48	48	5	53	8	8
49	51	3	54	9	8
50	51	6	57	9	6
51	53	9	62	7	7
52	53	4	57	9	8
53	54	10	64	6	3
54	55	10	65	5	4
55	57	7	64	7	1
56	57	6	63	10	3
57	62	10	72	8	4
58	64	5	69	7	1
59	64	1	65	10	4
60	65	8	73	6	3
