作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	7	7
2	0	0	0	5	5
3	0	0	0	7	7
4	6	2	8	8	1
5	6	3	9	9	1
6	8	6	14	6	4
7	8	7	15	9	4
8	9	4	13	10	7
9	9	4	13	10	4
10	13	1	14	10	5
11	14	8	22	5	5
12	15	8	23	5	2
13	15	1	16	9	1
14	16	6	22	5	1
15	22	1	23	10	4
16	23	3	26	9	6
17	23	6	29	6	6
18	26	4	30	9	2
19	26	3	29	7	4
20	29	8	37	10	6
21	29	9	38	5	6
22	29	8	37	5	5
23	30	6	36	9	3
24	36	7	43	6	4
25	37	1	38	9	4
26	38	1	39	9	2
27	38	7	45	9	4
28	39	2	41	9	3
29	43	8	51	7	2
30	45	9	54	5	1
31	45	6	51	10	4
32	51	4	55	5	1
33	51	8	59	8	1
34	55	9	64	6	4
35	59	5	64	5	5
36	64	7	71	10	4
37	64	8	72	9	2
38	71	3	74	7	3
39	72	1	73	5	5
40	72	5	77	7	7
41	72	7	79	10	3
42	74	2	76	9	6
43	76	9	85	10	7
44	77	2	79	10	4
45	79	4	83	7	8
46	79	9	88	10	5
47	83	5	88	8	4
48	88	1	89	8	4
49	88	10	98	7	1
50	89	3	92	8	8
51	89	3	92	6	2
52	89	9	98	7	5
53	98	8	106	6	4
54	98	4	102	9	5
55	102	2	104	10	4
56	104	3	107	5	1
57	107	10	117	8	6
58	107	1	108	8	6
59	108	9	117	7	3
60	117	3	120	5	4
