作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	8	4
2	0	8	8	9	4
3	0	0	0	5	2
4	0	0	0	5	5
5	7	8	15	6	7
6	8	5	13	7	2
7	13	9	22	8	1
8	15	6	21	9	5
9	21	1	22	9	7
10	22	9	31	6	2
11	22	6	28	7	5
12	28	8	36	9	5
13	31	1	32	9	5
14	32	7	39	7	2
15	32	5	37	5	7
16	36	9	45	10	6
17	37	3	40	6	7
18	39	9	48	6	5
19	40	5	45	8	3
20	45	1	46	7	2
21	46	2	48	9	8
22	48	5	53	5	5
23	48	2	50	6	7
24	50	8	58	7	1
25	53	5	58	10	3
26	58	8	66	8	2
27	58	1	59	9	6
28	58	9	67	5	5
29	59	4	63	9	8
30	63	2	65	7	3
31	65	9	74	5	8
32	67	5	72	9	3
33	67	7	74	6	6
34	72	7	79	10	6
35	74	4	78	6	8
36	78	7	85	6	4
37	78	2	80	10	6
38	79	3	82	10	3
39	82	5	87	7	7
40	85	5	90	6	7
41	85	7	92	9	6
42	90	3	93	10	1
43	92	2	94	5	8
44	92	9	101	5	2
45	93	9	102	8	5
46	94	7	101	8	3
47	101	9	110	9	3
48	101	8	109	9	4
49	109	10	119	10	4
50	110	10	120	8	4
51	119	8	127	6	5
52	120	1	121	10	4
53	121	5	126	10	4
54	126	4	130	9	8
55	127	3	130	9	4
56	130	6	136	8	2
57	130	1	131	5	8
58	131	1	132	6	6
59	132	7	139	7	8
60	136	9	145	8	8
