作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	10	7
2	0	3	3	6	1
3	0	1	1	9	5
4	0	0	0	5	7
5	0	0	0	5	8
6	1	1	2	5	4
7	2	2	4	9	8
8	3	2	5	6	6
9	4	6	10	10	5
10	4	2	6	10	4
11	5	8	13	9	3
12	6	2	8	5	4
13	6	10	16	10	4
14	6	6	12	5	6
15	6	3	9	9	2
16	8	3	11	5	5
17	9	4	13	9	6
18	9	4	13	8	6
19	10	3	13	7	2
20	12	7	19	6	1
21	12	5	17	6	6
22	13	9	22	10	8
23	13	9	22	9	6
24	16	2	18	8	3
25	16	6	22	7	1
26	17	3	20	8	8
27	17	3	20	7	7
28	19	10	29	5	7
29	22	9	31	5	5
30	22	6	28	9	8
31	22	6	28	8	8
32	22	10	32	6	8
33	22	8	30	6	5
34	28	6	34	6	4
35	29	1	30	5	1
36	29	8	37	5	1
37	29	4	33	5	7
38	30	5	35	10	3
39	30	9	39	7	7
40	32	10	42	9	3
41	33	3	36	5	5
42	34	9	43	9	1
43	37	3	40	10	7
44	37	5	42	6	3
45	42	1	43	8	8
46	43	4	47	6	1
47	43	1	44	7	5
48	43	3	46	5	3
49	43	1	44	9	3
50	44	2	46	7	4
51	44	6	50	5	3
52	46	9	55	10	6
53	46	1	47	9	3
54	47	6	53	8	7
55	50	9	59	9	2
56	53	1	54	5	4
57	55	6	61	6	7
58	55	3	58	10	1
59	59	9	68	6	5
60	59	6	65	8	4
