作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	9	1
2	0	2	2	8	2
3	0	6	6	7	3
4	0	0	0	9	4
5	0	0	0	6	3
6	2	8	10	7	3
7	6	3	9	7	3
8	6	1	7	10	7
9	6	7	13	6	4
10	10	4	14	5	5
11	10	5	15	10	4
12	13	1	14	8	1
13	13	7	20	7	8
14	13	10	23	5	8
15	14	5	19	5	8
16	15	1	16	5	8
17	16	10	26	8	8
18	16	4	20	8	1
19	16	10	26	7	5
20	20	5	25	6	3
21	20	6	26	10	4
22	20	8	28	5	4
23	23	3	26	8	8
24	23	5	28	7	5
25	26	8	34	10	4
26	26	2	28	7	1
27	26	3	29	9	5
28	26	5	31	6	1
29	28	3	31	9	5
30	28	4	32	10	5
31	28	4	32	7	4
32	28	10	38	5	8
33	28	6	34	6	3
34	29	8	37	9	5
35	29	2	31	6	4
36	31	5	36	10	4
37	31	4	35	6	7
38	31	7	38	8	7
39	32	4	36	10	4
40	34	7	41	7	5
41	35	6	41	8	7
42	36	3	39	10	6
43	38	1	39	7	1
44	38	10	48	6	5
45	39	1	40	9	5
46	39	5	44	9	8
47	40	8	48	7	8
48	41	1	42	5	7
49	41	5	46	6	8
50	42	8	50	8	7
51	48	8	56	10	1
52	48	7	55	5	8
53	48	3	51	6	5
54	51	9	60	6	5
55	55	7	62	7	1
56	55	8	63	8	7
57	55	3	58	6	2
58	60	3	63	10	1
59	62	5	67	10	6
60	63	5	68	10	1
