作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	5
2	0	7	7	6	5
3	0	6	6	10	4
4	0	0	0	9	7
5	0	0	0	7	7
6	6	6	12	9	2
7	6	6	12	8	1
8	8	2	10	5	4
9	8	6	14	8	5
10	10	3	13	9	1
11	12	9	21	6	1
12	12	1	13	10	6
13	12	3	15	6	3
14	12	7	19	9	1
15	12	4	16	6	8
16	15	9	24	5	7
17	15	5	20	9	7
18	16	8	24	10	5
19	16	6	22	7	5
20	16	1	17	7	5
21	17	3	20	10	4
22	19	6	25	5	6
23	19	2	21	8	5
24	20	10	30	7	8
25	21	6	27	8	2
26	22	5	27	7	7
27	22	10	32	6	1
28	24	4	28	6	6
29	24	4	28	8	1
30	27	6	33	5	1
31	28	8	36	5	7
32	28	4	32	8	7
33	32	3	35	5	6
34	32	1	33	6	8
35	32	6	38	7	1
36	33	1	34	6	4
37	33	6	39	9	1
38	38	8	46	6	3
39	38	2	40	8	6
40	38	1	39	8	3
41	39	4	43	8	4
42	39	6	45	6	5
43	39	10	49	6	5
44	39	8	47	8	1
45	40	5	45	6	1
46	45	3	48	10	8
47	45	10	55	7	3
48	47	7	54	7	5
49	47	9	56	5	1
50	47	1	48	8	4
51	48	4	52	8	6
52	49	4	53	9	4
53	52	8	60	8	2
54	54	9	63	6	4
55	55	4	59	7	8
56	55	10	65	7	5
57	56	9	65	7	3
58	56	6	62	6	6
59	62	8	70	8	5
60	65	10	75	7	1
