作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	10	8
2	0	1	1	5	1
3	0	0	0	9	2
4	0	0	0	7	8
5	1	7	8	8	3
6	1	3	4	10	1
7	4	9	13	9	5
8	4	6	10	10	3
9	4	5	9	9	5
10	4	10	14	5	4
11	9	10	19	5	2
12	9	10	19	8	1
13	9	5	14	7	4
14	9	6	15	7	8
15	14	4	18	8	2
16	14	9	23	7	2
17	15	2	17	6	3
18	15	8	23	9	6
19	15	3	18	6	6
20	17	10	27	8	6
21	18	6	24	8	5
22	19	2	21	6	5
23	19	9	28	10	4
24	21	6	27	8	7
25	21	1	22	7	8
26	23	10	33	8	1
27	23	10	33	8	3
28	27	2	29	9	6
29	28	6	34	8	7
30	33	8	41	9	6
31	33	8	41	8	8
32	33	3	36	8	2
33	33	6	39	8	3
34	34	10	44	6	6
35	36	5	41	8	2
36	36	2	38	6	2
37	39	9	48	10	1
38	39	4	43	8	5
39	41	8	49	9	5
40	41	8	49	7	1
41	43	8	51	6	5
42	43	3	46	9	5
43	44	8	52	8	5
44	46	8	54	9	2
45	49	2	51	10	4
46	51	6	57	5	1
47	52	8	60	10	5
48	57	8	65	10	5
49	60	4	64	10	4
50	60	4	64	10	8
51	64	3	67	8	3
52	64	6	70	7	4
53	65	5	70	9	2
54	65	8	73	7	5
55	65	3	68	5	8
56	68	9	77	10	1
57	70	10	80	6	4
58	70	7	77	8	3
59	73	4	77	7	1
60	77	7	84	9	1
