作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	9	4
2	0	10	10	10	2
3	0	0	0	7	4
4	0	0	0	5	6
5	7	8	15	5	1
6	7	1	8	6	3
7	8	1	9	6	5
8	9	2	11	5	7
9	10	2	12	9	6
10	10	2	12	7	8
11	12	2	14	6	3
12	12	4	16	7	6
13	14	1	15	7	2
14	15	7	22	10	1
15	15	7	22	5	4
16	16	4	20	6	3
17	16	2	18	10	3
18	18	1	19	7	6
19	20	2	22	8	3
20	22	5	27	7	3
21	22	5	27	8	4
22	22	10	32	8	3
23	22	10	32	7	8
24	22	10	32	9	5
25	27	10	37	9	5
26	32	2	34	8	2
27	32	3	35	8	7
28	35	1	36	5	5
29	36	8	44	9	1
30	37	9	46	5	6
31	37	5	42	10	3
32	44	7	51	10	6
33	44	2	46	5	6
34	46	3	49	8	8
35	49	3	52	8	5
36	51	8	59	5	7
37	51	9	60	7	4
38	52	2	54	9	8
39	54	10	64	5	1
40	59	9	68	9	5
41	59	8	67	6	7
42	60	4	64	8	3
43	64	8	72	9	8
44	67	7	74	10	5
45	68	3	71	8	4
46	72	6	78	8	3
47	72	1	73	6	7
48	73	4	77	8	2
49	77	10	87	7	7
50	77	1	78	10	8
51	78	10	88	10	4
52	78	8	86	5	2
53	86	1	87	5	8
54	87	5	92	6	2
55	87	10	97	9	5
56	88	9	97	10	1
57	92	5	97	10	2
58	92	5	97	5	3
59	97	1	98	5	5
60	97	1	98	10	8
