作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	5	2
2	0	9	9	8	7
3	0	8	8	5	3
4	0	0	0	10	7
5	0	0	0	10	4
6	2	1	3	7	5
7	2	2	4	10	2
8	8	1	9	10	7
9	9	2	11	8	1
10	9	2	11	9	2
11	11	3	14	5	1
12	11	7	18	6	6
13	11	1	12	7	7
14	11	5	16	5	5
15	12	2	14	8	5
16	12	6	18	10	5
17	12	7	19	7	6
18	14	1	15	9	4
19	15	9	24	5	4
20	16	4	20	7	4
21	18	9	27	7	4
22	19	7	26	8	3
23	19	7	26	5	6
24	20	6	26	7	3
25	20	3	23	5	2
26	26	3	29	10	6
27	27	6	33	7	1
28	27	3	30	5	6
29	29	3	32	8	4
30	30	9	39	10	7
31	30	5	35	9	4
32	33	6	39	10	3
33	33	7	40	8	3
34	35	5	40	9	6
35	39	7	46	10	5
36	39	7	46	10	5
37	40	10	50	9	2
38	40	3	43	9	4
39	40	7	47	5	8
40	40	8	48	9	5
41	43	10	53	6	1
42	46	1	47	7	1
43	47	3	50	9	7
44	48	1	49	6	8
45	48	2	50	7	6
46	49	9	58	10	4
47	50	4	54	7	3
48	53	2	55	9	7
49	54	1	55	7	1
50	55	6	61	5	3
51	55	8	63	8	4
52	55	8	63	5	7
53	58	3	61	9	6
54	63	2	65	6	6
55	63	5	68	5	1
56	68	8	76	7	2
57	68	7	75	5	1
58	75	3	78	6	7
59	76	5	81	9	6
60	78	4	82	8	1
