作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	9	8
2	0	2	2	6	6
3	0	9	9	6	6
4	0	0	0	5	1
5	0	0	0	6	7
6	6	1	7	7	5
7	6	10	16	10	8
8	9	5	14	5	8
9	9	5	14	7	3
10	9	8	17	9	4
11	14	4	18	7	7
12	14	2	16	6	3
13	16	6	22	7	4
14	16	5	21	10	4
15	16	6	22	9	6
16	16	8	24	6	8
17	17	2	19	10	1
18	19	10	29	8	4
19	19	5	24	10	8
20	19	10	29	10	2
21	19	1	20	5	2
22	20	3	23	6	4
23	21	10	31	5	1
24	22	1	23	6	4
25	23	1	24	10	7
26	24	9	33	5	2
27	24	6	30	9	3
28	24	2	26	8	1
29	29	6	35	7	4
30	30	4	34	6	7
31	30	2	32	6	7
32	31	1	32	5	3
33	32	9	41	6	3
34	32	3	35	5	3
35	33	10	43	6	4
36	34	5	39	6	1
37	35	8	43	8	3
38	35	4	39	9	4
39	39	4	43	5	8
40	39	9	48	6	2
41	43	4	47	6	8
42	43	3	46	9	1
43	43	4	47	9	4
44	43	7	50	6	8
45	47	10	57	10	7
46	47	6	53	8	2
47	47	5	52	10	2
48	48	8	56	5	1
49	50	7	57	6	7
50	50	1	51	9	8
51	51	9	60	7	6
52	52	5	57	8	6
53	56	1	57	10	8
54	57	9	66	9	7
55	57	1	58	6	3
56	57	1	58	6	5
57	57	5	62	7	2
58	57	3	60	8	4
59	60	2	62	8	2
60	62	4	66	7	6
