作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	4
2	0	3	3	10	6
3	0	8	8	9	5
4	0	0	0	7	5
5	0	0	0	10	2
6	3	8	11	5	2
7	3	3	6	7	4
8	6	3	9	5	8
9	6	10	16	8	2
10	8	9	17	7	6
11	8	5	13	7	1
12	8	7	15	8	6
13	11	10	21	6	1
14	11	8	19	6	5
15	11	2	13	9	5
16	13	7	20	7	8
17	13	8	21	7	4
18	13	9	22	10	8
19	15	9	24	7	1
20	15	6	21	8	7
21	15	7	22	9	5
22	17	5	22	9	7
23	19	6	25	9	2
24	19	9	28	5	4
25	21	5	26	7	3
26	21	10	31	7	6
27	22	3	25	7	7
28	22	9	31	10	6
29	22	1	23	5	8
30	22	9	31	7	8
31	24	9	33	6	2
32	28	5	33	8	8
33	31	1	32	9	8
34	31	10	41	5	6
35	31	8	39	10	4
36	32	10	42	9	8
37	33	1	34	6	7
38	33	10	43	7	8
39	33	4	37	10	6
40	34	8	42	6	4
41	39	9	48	7	6
42	41	9	50	5	8
43	41	8	49	7	1
44	42	7	49	5	5
45	43	7	50	10	6
46	48	2	50	5	1
47	48	9	57	7	5
48	49	9	58	6	3
49	49	6	55	6	7
50	49	5	54	7	6
51	50	2	52	7	1
52	54	8	62	7	6
53	54	3	57	10	4
54	54	2	56	8	6
55	56	2	58	7	4
56	56	2	58	10	3
57	56	7	63	9	5
58	57	4	61	9	6
59	61	4	65	9	3
60	62	6	68	8	4
