作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	8	7
2	0	1	1	5	5
3	0	3	3	8	7
4	0	0	0	9	2
5	0	0	0	8	4
6	1	6	7	9	4
7	3	3	6	8	7
8	3	5	8	6	4
9	6	1	7	7	6
10	7	4	11	9	8
11	7	6	13	5	5
12	7	6	13	6	1
13	10	8	18	10	6
14	10	4	14	10	8
15	10	9	19	6	4
16	14	3	17	7	7
17	17	1	18	5	2
18	17	3	20	7	4
19	18	8	26	9	5
20	18	5	23	10	2
21	19	7	26	9	3
22	19	7	26	6	6
23	19	5	24	6	1
24	23	2	25	9	5
25	24	5	29	7	6
26	24	10	34	7	1
27	24	6	30	8	8
28	25	4	29	9	3
29	26	9	35	6	4
30	29	8	37	10	4
31	29	3	32	6	5
32	30	9	39	5	3
33	30	2	32	5	6
34	32	7	39	9	4
35	32	7	39	5	2
36	32	6	38	10	6
37	34	10	44	5	3
38	35	3	38	9	5
39	35	8	43	9	4
40	37	5	42	7	2
41	39	8	47	6	4
42	39	8	47	10	2
43	39	9	48	7	2
44	43	4	47	8	4
45	44	7	51	8	6
46	44	9	53	6	8
47	47	6	53	6	3
48	47	8	55	5	3
49	48	1	49	8	5
50	49	7	56	10	5
51	51	10	61	9	7
52	51	9	60	8	5
53	53	5	58	5	6
54	55	5	60	10	2
55	55	2	57	8	1
56	56	4	60	9	3
57	60	9	69	10	1
58	60	9	69	7	4
59	61	1	62	6	8
60	69	1	70	7	8
