作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	3
2	0	1	1	5	4
3	0	7	7	5	2
4	0	0	0	9	5
5	0	0	0	5	1
6	1	7	8	10	2
7	6	1	7	5	1
8	6	8	14	8	1
9	6	3	9	5	7
10	7	2	9	7	5
11	7	5	12	6	8
12	7	7	14	10	1
13	7	6	13	7	3
14	8	10	18	8	4
15	12	2	14	10	8
16	12	6	18	9	6
17	12	9	21	8	1
18	13	6	19	7	1
19	13	10	23	10	8
20	14	5	19	7	8
21	14	10	24	7	5
22	14	2	16	9	8
23	14	9	23	8	5
24	16	10	26	8	5
25	18	3	21	5	3
26	18	2	20	8	3
27	19	10	29	9	6
28	21	6	27	5	5
29	21	5	26	7	1
30	21	9	30	9	7
31	21	2	23	10	5
32	23	7	30	6	7
33	23	7	30	8	4
34	23	9	32	7	6
35	23	8	31	8	8
36	29	10	39	9	5
37	29	3	32	6	1
38	29	9	38	7	7
39	30	5	35	7	2
40	30	10	40	9	4
41	30	7	37	9	7
42	31	2	33	10	3
43	31	1	32	6	5
44	32	5	37	7	1
45	33	5	38	5	1
46	35	9	44	8	3
47	38	7	45	6	2
48	38	8	46	8	7
49	40	2	42	9	6
50	40	6	46	10	3
51	42	4	46	5	7
52	46	1	47	8	6
53	46	6	52	7	4
54	46	4	50	7	4
55	46	10	56	5	7
56	46	1	47	9	8
57	47	3	50	10	1
58	50	1	51	9	7
59	56	9	65	10	5
60	56	5	61	6	6
