作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	2
2	0	5	5	10	3
3	0	8	8	6	5
4	0	0	0	5	3
5	0	0	0	7	5
6	5	2	7	7	1
7	8	10	18	7	8
8	8	10	18	5	7
9	8	2	10	9	2
10	8	6	14	9	2
11	10	10	20	7	4
12	14	3	17	5	7
13	18	7	25	10	1
14	18	10	28	9	6
15	18	9	27	10	2
16	20	8	28	6	4
17	20	3	23	9	3
18	25	8	33	9	4
19	27	9	36	6	5
20	28	10	38	5	4
21	28	4	32	7	3
22	33	8	41	9	1
23	36	2	38	6	4
24	36	6	42	7	5
25	38	9	47	9	7
26	38	9	47	8	1
27	41	9	50	5	8
28	42	10	52	9	3
29	42	5	47	6	7
30	47	4	51	8	8
31	47	8	55	8	4
32	50	3	53	8	8
33	51	8	59	9	1
34	52	2	54	5	1
35	53	4	57	10	1
36	54	10	64	10	5
37	55	2	57	5	3
38	57	2	59	10	4
39	57	8	65	5	3
40	59	10	69	10	6
41	64	7	71	6	4
42	65	5	70	7	7
43	69	1	70	9	7
44	69	3	72	6	3
45	70	2	72	8	4
46	70	6	76	6	8
47	70	2	72	10	3
48	71	10	81	9	6
49	72	2	74	7	5
50	72	3	75	8	6
51	74	4	78	7	2
52	74	8	82	10	4
53	76	1	77	5	3
54	77	1	78	10	2
55	78	3	81	7	5
56	78	9	87	9	4
57	78	8	86	5	5
58	81	9	90	6	1
59	82	9	91	8	7
60	82	10	92	6	7
