作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	6	1
2	0	9	9	5	7
3	0	1	1	9	6
4	0	0	0	8	2
5	0	0	0	10	5
6	1	10	11	6	4
7	1	8	9	8	5
8	9	6	15	8	3
9	9	9	18	7	3
10	9	5	14	7	1
11	10	10	20	8	1
12	14	4	18	5	7
13	14	8	22	8	6
14	14	2	16	5	8
15	16	6	22	5	3
16	16	5	21	7	4
17	18	10	28	9	1
18	18	8	26	10	3
19	20	2	22	8	6
20	22	4	26	8	1
21	22	10	32	10	8
22	22	9	31	10	3
23	22	10	32	6	1
24	26	5	31	8	8
25	28	2	30	7	8
26	28	6	34	9	4
27	31	3	34	8	4
28	31	6	37	8	1
29	31	4	35	8	4
30	31	1	32	5	4
31	32	3	35	5	7
32	32	7	39	7	4
33	32	6	38	5	4
34	32	1	33	10	1
35	34	5	39	7	3
36	35	9	44	8	8
37	35	6	41	8	3
38	35	3	38	5	4
39	35	3	38	10	3
40	37	2	39	7	1
41	38	10	48	6	6
42	38	1	39	10	1
43	39	9	48	9	7
44	39	3	42	8	1
45	39	6	45	9	6
46	39	4	43	5	4
47	42	9	51	10	2
48	44	4	48	10	6
49	45	1	46	10	5
50	46	5	51	5	4
51	46	9	55	5	2
52	48	7	55	8	3
53	48	9	57	9	4
54	51	6	57	9	5
55	51	5	56	10	1
56	55	5	60	8	3
57	55	9	64	10	5
58	56	3	59	7	5
59	56	2	58	7	1
60	59	7	66	9	5
