作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	7
2	0	2	2	6	5
3	0	0	0	6	5
4	0	0	0	10	1
5	2	6	8	8	6
6	6	8	14	8	2
7	6	5	11	10	8
8	8	6	14	10	7
9	8	7	15	10	3
10	8	9	17	6	4
11	11	3	14	8	3
12	11	2	13	6	8
13	13	10	23	10	7
14	14	1	15	9	2
15	14	3	17	10	6
16	15	7	22	7	5
17	15	5	20	7	8
18	17	8	25	6	6
19	17	3	20	5	8
20	20	9	29	9	4
21	23	5	28	10	1
22	23	2	25	6	6
23	25	5	30	6	2
24	25	5	30	6	2
25	29	1	30	7	1
26	29	9	38	9	3
27	30	7	37	7	5
28	30	5	35	6	5
29	35	9	44	7	3
30	38	2	40	9	5
31	38	8	46	7	2
32	38	5	43	9	3
33	40	4	44	9	8
34	43	8	51	7	5
35	44	4	48	8	2
36	44	10	54	6	8
37	46	6	52	8	4
38	52	9	61	7	1
39	52	10	62	9	8
40	54	10	64	7	1
41	61	6	67	10	7
42	64	6	70	6	6
43	67	7	74	10	5
44	70	6	76	8	7
45	74	6	80	7	8
46	76	6	82	8	7
47	76	7	83	9	5
48	80	2	82	9	6
49	82	8	90	10	6
50	82	6	88	7	3
51	83	4	87	9	6
52	83	10	93	7	1
53	87	8	95	5	5
54	90	4	94	10	2
55	94	6	100	6	3
56	95	8	103	8	3
57	95	1	96	5	3
58	96	4	100	6	8
59	100	2	102	10	6
60	102	7	109	10	3
