作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	4
2	0	2	2	7	5
3	0	0	0	8	7
4	0	0	0	6	3
5	2	5	7	8	4
6	2	10	12	7	7
7	2	6	8	5	1
8	8	9	17	7	3
9	8	6	14	6	7
10	12	10	22	5	1
11	12	4	16	7	5
12	14	3	17	7	3
13	14	4	18	10	6
14	17	5	22	9	4
15	18	7	25	6	2
16	18	6	24	9	3
17	22	3	25	8	3
18	22	5	27	6	2
19	22	7	29	8	7
20	24	2	26	6	4
21	25	3	28	9	6
22	25	1	26	9	7
23	25	1	26	8	7
24	26	1	27	9	4
25	27	10	37	10	5
26	29	8	37	9	3
27	29	5	34	9	5
28	34	2	36	10	7
29	37	2	39	6	3
30	37	6	43	9	7
31	39	4	43	8	2
32	39	10	49	5	1
33	43	5	48	5	2
34	43	7	50	8	1
35	48	4	52	5	8
36	49	3	52	6	6
37	50	3	53	9	8
38	50	2	52	9	3
39	52	6	58	8	6
40	53	5	58	5	5
41	58	1	59	8	5
42	58	10	68	6	2
43	58	6	64	7	1
44	58	6	64	8	2
45	64	8	72	6	7
46	64	2	66	8	7
47	64	6	70	8	7
48	66	7	73	5	2
49	68	3	71	8	7
50	70	10	80	9	4
51	70	3	73	10	5
52	72	9	81	7	8
53	73	3	76	5	3
54	76	1	77	10	8
55	77	9	86	5	4
56	80	7	87	9	3
57	80	4	84	9	6
58	81	3	84	8	3
59	81	8	89	9	3
60	86	5	91	9	2
