作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	10	3
2	0	3	3	6	2
3	0	0	0	5	8
4	0	0	0	6	6
5	3	2	5	6	3
6	3	9	12	6	4
7	3	3	6	5	7
8	3	6	9	8	3
9	5	10	15	8	5
10	5	6	11	5	7
11	6	10	16	7	5
12	9	8	17	5	1
13	9	9	18	9	2
14	9	10	19	5	6
15	11	4	15	8	4
16	12	8	20	5	1
17	12	10	22	9	3
18	12	8	20	6	5
19	15	6	21	10	2
20	16	3	19	9	7
21	17	5	22	7	3
22	18	8	26	5	2
23	18	1	19	9	2
24	18	1	19	9	4
25	19	10	29	10	6
26	19	9	28	7	6
27	19	5	24	9	8
28	20	9	29	10	1
29	20	1	21	5	7
30	21	4	25	6	1
31	21	1	22	8	4
32	22	3	25	9	7
33	22	3	25	7	1
34	24	8	32	5	8
35	24	9	33	5	4
36	26	5	31	8	4
37	26	9	35	5	6
38	26	6	32	6	7
39	29	4	33	10	2
40	29	9	38	7	7
41	29	9	38	5	3
42	31	5	36	8	4
43	31	9	40	9	8
44	31	5	36	8	1
45	31	5	36	9	6
46	36	7	43	5	4
47	36	2	38	8	8
48	36	4	40	9	3
49	38	1	39	8	5
50	40	8	48	10	8
51	43	1	44	7	7
52	43	3	46	8	2
53	44	1	45	5	4
54	46	3	49	9	6
55	48	1	49	10	8
56	49	8	57	10	6
57	49	9	58	8	2
58	58	4	62	7	8
59	62	5	67	6	2
60	67	10	77	7	7
