作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	7	2
2	0	2	2	10	7
3	0	1	1	8	4
4	0	0	0	9	5
5	0	0	0	7	4
6	1	8	9	9	6
7	1	8	9	10	2
8	1	1	2	7	5
9	2	10	12	9	1
10	2	9	11	5	6
11	2	3	5	6	4
12	2	4	6	7	2
13	2	3	5	10	2
14	5	8	13	7	5
15	5	10	15	10	7
16	5	9	14	10	7
17	5	5	10	7	7
18	5	1	6	7	5
19	6	9	15	6	8
20	6	4	10	8	5
21	6	4	10	9	6
22	6	3	9	7	8
23	6	6	12	5	5
24	9	10	19	9	2
25	9	10	19	10	6
26	9	5	14	5	1
27	12	3	15	9	2
28	12	4	16	10	8
29	12	10	22	7	2
30	12	6	18	7	7
31	14	10	24	5	1
32	14	8	22	7	8
33	14	3	17	10	5
34	15	3	18	9	8
35	16	6	22	6	3
36	16	4	20	9	4
37	19	7	26	5	1
38	19	8	27	8	4
39	22	9	31	10	3
40	22	3	25	5	7
41	22	10	32	9	6
42	22	1	23	9	7
43	23	2	25	9	8
44	24	6	30	5	7
45	25	7	32	9	4
46	25	6	31	7	3
47	25	4	29	5	4
48	26	4	30	9	5
49	29	7	36	8	7
50	29	3	32	9	7
51	31	5	36	7	1
52	32	7	39	7	4
53	32	3	35	6	5
54	35	2	37	5	8
55	36	7	43	6	3
56	36	10	46	6	5
57	39	5	44	8	6
58	44	10	54	7	6
59	46	4	50	5	2
60	50	7	57	9	5
