作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	5	4
2	0	7	7	8	4
3	0	8	8	8	5
4	0	0	0	10	1
5	0	0	0	6	1
6	7	8	15	10	7
7	7	8	15	9	2
8	8	5	13	8	6
9	8	10	18	6	4
10	8	4	12	9	6
11	12	3	15	8	5
12	12	4	16	9	7
13	13	7	20	5	3
14	15	9	24	5	4
15	15	1	16	9	4
16	15	10	25	7	6
17	15	10	25	10	7
18	16	4	20	6	7
19	16	7	23	8	6
20	16	8	24	8	5
21	18	7	25	7	7
22	20	10	30	6	2
23	20	1	21	7	8
24	23	1	24	8	1
25	24	9	33	6	3
26	24	4	28	7	8
27	25	9	34	10	2
28	25	4	29	9	1
29	25	4	29	8	2
30	28	8	36	8	3
31	28	6	34	10	1
32	29	6	35	6	4
33	29	8	37	7	4
34	30	4	34	6	1
35	33	1	34	6	7
36	34	6	40	10	8
37	34	1	35	5	6
38	35	4	39	6	8
39	35	6	41	7	4
40	36	1	37	9	7
41	37	9	46	10	1
42	37	10	47	6	7
43	37	7	44	6	7
44	44	2	46	10	2
45	44	6	50	5	7
46	46	2	48	5	1
47	46	5	51	5	3
48	46	5	51	9	4
49	47	10	57	10	8
50	48	6	54	8	7
51	48	2	50	9	4
52	50	4	54	10	6
53	51	4	55	5	3
54	51	9	60	5	6
55	54	8	62	10	1
56	54	6	60	9	3
57	54	3	57	7	8
58	55	4	59	6	5
59	57	10	67	6	2
60	60	6	66	5	3
