作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	6	4
2	0	6	6	10	8
3	0	1	1	7	4
4	0	0	0	7	4
5	0	0	0	8	8
6	1	2	3	10	4
7	1	2	3	8	5
8	1	2	3	9	5
9	1	9	10	10	5
10	1	4	5	8	8
11	3	9	12	5	2
12	3	9	12	10	7
13	3	8	11	5	5
14	5	8	13	9	4
15	6	8	14	9	3
16	6	10	16	8	1
17	10	1	11	9	8
18	10	8	18	5	2
19	11	8	19	9	1
20	16	3	19	6	8
21	16	5	21	10	2
22	16	9	25	10	8
23	18	3	21	5	2
24	18	6	24	7	1
25	18	8	26	5	2
26	21	6	27	9	7
27	21	4	25	6	4
28	24	9	33	7	3
29	24	6	30	5	4
30	24	8	32	7	4
31	25	5	30	9	8
32	25	4	29	6	1
33	25	4	29	10	5
34	25	8	33	10	8
35	26	10	36	7	3
36	26	5	31	10	6
37	30	8	38	9	8
38	31	2	33	6	3
39	31	4	35	10	1
40	31	10	41	7	6
41	32	1	33	5	1
42	33	5	38	6	4
43	33	3	36	6	8
44	33	10	43	8	1
45	33	5	38	9	4
46	38	10	48	10	6
47	38	8	46	8	3
48	41	10	51	7	3
49	43	5	48	9	8
50	46	10	56	6	4
51	48	6	54	6	2
52	51	7	58	9	1
53	51	7	58	10	4
54	56	2	58	9	7
55	58	5	63	5	1
56	58	3	61	7	3
57	61	6	67	10	4
58	63	4	67	10	3
59	67	1	68	10	3
60	68	2	70	6	3
