作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	10	5
2	0	8	8	5	5
3	0	7	7	8	7
4	0	0	0	10	6
5	0	0	0	6	2
6	2	7	9	8	7
7	8	8	16	8	8
8	8	3	11	7	1
9	8	2	10	9	3
10	9	4	13	10	6
11	9	1	10	8	6
12	10	9	19	5	7
13	10	7	17	6	7
14	11	5	16	9	6
15	13	4	17	5	6
16	16	3	19	6	1
17	17	8	25	8	6
18	17	10	27	6	8
19	17	7	24	8	7
20	17	9	26	9	3
21	19	6	25	6	6
22	19	5	24	10	6
23	24	4	28	5	3
24	25	9	34	7	4
25	25	8	33	7	1
26	26	1	27	10	6
27	27	7	34	7	8
28	28	5	33	10	5
29	33	7	40	7	1
30	34	1	35	8	2
31	34	3	37	10	7
32	35	2	37	5	2
33	35	8	43	7	2
34	37	6	43	6	8
35	37	4	41	10	5
36	37	10	47	9	5
37	40	1	41	10	3
38	41	5	46	7	2
39	41	1	42	9	8
40	43	5	48	10	7
41	43	4	47	7	7
42	46	6	52	6	6
43	47	5	52	6	4
44	47	2	49	6	4
45	48	4	52	5	1
46	48	7	55	7	1
47	52	6	58	9	3
48	52	4	56	9	8
49	55	6	61	8	2
50	56	10	66	9	7
51	58	10	68	5	1
52	58	1	59	6	7
53	59	7	66	10	8
54	61	2	63	5	5
55	63	6	69	6	2
56	63	8	71	6	1
57	66	7	73	7	5
58	66	10	76	7	7
59	68	1	69	10	3
60	71	6	77	10	5
