作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	6	1
2	0	7	7	10	7
3	0	4	4	7	6
4	0	0	0	5	8
5	0	0	0	7	1
6	4	5	9	8	5
7	4	10	14	10	3
8	4	2	6	6	2
9	6	1	7	9	8
10	6	4	10	10	4
11	6	2	8	9	5
12	7	5	12	7	3
13	7	6	13	6	7
14	8	8	16	6	1
15	8	3	11	7	2
16	8	7	15	8	4
17	9	3	12	5	1
18	9	8	17	9	7
19	10	2	12	8	1
20	11	9	20	5	5
21	11	8	19	6	2
22	12	2	14	8	3
23	12	8	20	7	8
24	12	4	16	7	6
25	13	7	20	10	5
26	14	10	24	6	8
27	14	8	22	7	4
28	14	4	18	7	8
29	16	7	23	7	1
30	18	1	19	7	2
31	18	10	28	9	3
32	19	5	24	9	8
33	19	5	24	10	1
34	20	9	29	6	5
35	20	1	21	7	2
36	21	3	24	7	1
37	23	7	30	7	2
38	24	10	34	7	6
39	24	1	25	9	4
40	24	6	30	7	4
41	24	9	33	8	6
42	25	1	26	7	6
43	26	8	34	6	4
44	28	9	37	8	2
45	28	10	38	7	2
46	29	6	35	9	7
47	29	2	31	6	5
48	31	4	35	7	6
49	34	4	38	8	3
50	34	10	44	5	4
51	34	6	40	7	7
52	34	10	44	5	3
53	35	9	44	8	6
54	35	8	43	10	1
55	35	2	37	8	5
56	40	6	46	6	8
57	43	3	46	8	8
58	44	3	47	9	6
59	44	2	46	8	1
60	46	7	53	10	3
