作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	8	2
2	0	3	3	7	8
3	0	8	8	8	3
4	0	0	0	6	7
5	0	0	0	10	7
6	1	9	10	6	2
7	1	2	3	8	5
8	1	2	3	8	8
9	3	1	4	5	8
10	3	7	10	7	1
11	3	7	10	10	1
12	3	2	5	7	7
13	3	3	6	9	3
14	3	4	7	8	4
15	3	9	12	9	2
16	3	2	5	7	4
17	4	2	6	8	1
18	5	10	15	7	5
19	5	2	7	10	6
20	6	3	9	5	5
21	7	4	11	9	3
22	7	1	8	6	7
23	8	7	15	10	3
24	8	3	11	8	4
25	8	2	10	9	1
26	10	5	15	8	5
27	10	8	18	7	2
28	10	3	13	6	2
29	10	7	17	8	7
30	11	5	16	8	1
31	11	10	21	5	1
32	11	5	16	10	1
33	13	2	15	9	5
34	16	5	21	10	2
35	16	8	24	8	8
36	16	8	24	5	7
37	16	6	22	10	5
38	16	6	22	7	1
39	17	7	24	8	2
40	17	2	19	7	1
41	17	6	23	10	4
42	21	4	25	8	6
43	22	5	27	9	2
44	23	5	28	9	1
45	23	6	29	6	4
46	23	1	24	6	5
47	24	8	32	5	7
48	24	4	28	6	8
49	24	4	28	9	5
50	24	5	29	7	6
51	25	1	26	7	6
52	27	4	31	7	5
53	28	3	31	8	7
54	29	9	38	6	2
55	29	2	31	9	3
56	31	7	38	6	1
57	31	7	38	9	4
58	32	4	36	5	1
59	38	1	39	8	4
60	38	7	45	9	7
