作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	7	7
2	0	8	8	7	8
3	0	5	5	5	1
4	0	0	0	7	7
5	0	0	0	9	7
6	5	7	12	8	1
7	5	1	6	8	3
8	5	8	13	7	4
9	6	6	12	10	2
10	6	6	12	9	2
11	6	1	7	6	6
12	6	3	9	10	5
13	8	5	13	7	2
14	8	2	10	5	6
15	10	4	14	7	2
16	12	8	20	5	3
17	12	9	21	10	2
18	13	9	22	7	7
19	13	9	22	6	8
20	14	4	18	7	5
21	14	7	21	9	1
22	21	1	22	6	2
23	21	1	22	6	3
24	21	7	28	5	5
25	22	4	26	5	6
26	22	1	23	10	8
27	22	5	27	8	8
28	22	1	23	8	1
29	23	8	31	10	7
30	23	10	33	9	2
31	23	9	32	9	4
32	28	8	36	7	2
33	28	10	38	10	4
34	31	10	41	7	4
35	32	6	38	5	8
36	33	9	42	10	3
37	33	1	34	9	3
38	34	2	36	10	6
39	36	10	46	7	8
40	38	5	43	10	6
41	38	10	48	9	7
42	38	6	44	5	3
43	41	3	44	7	3
44	41	3	44	9	2
45	43	2	45	5	7
46	44	8	52	5	5
47	44	3	47	10	1
48	45	10	55	6	8
49	46	3	49	9	5
50	47	10	57	7	6
51	48	4	52	5	8
52	49	4	53	8	2
53	52	8	60	5	7
54	52	7	59	6	5
55	53	2	55	5	7
56	55	4	59	7	5
57	57	9	66	7	2
58	57	7	64	9	7
59	59	10	69	5	4
60	60	3	63	5	1
