作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	1
2	0	9	9	8	7
3	0	5	5	5	7
4	0	0	0	10	5
5	0	0	0	8	6
6	5	1	6	8	4
7	5	4	9	8	5
8	5	7	12	9	4
9	5	2	7	6	5
10	7	2	9	8	4
11	7	7	14	6	8
12	9	7	16	7	5
13	9	2	11	10	4
14	9	6	15	5	3
15	9	9	18	7	2
16	11	8	19	7	1
17	11	8	19	9	7
18	15	4	19	6	7
19	15	6	21	6	8
20	15	6	21	9	5
21	18	9	27	9	4
22	18	10	28	6	7
23	19	5	24	6	5
24	19	4	23	6	8
25	21	8	29	6	7
26	21	9	30	10	5
27	21	4	25	7	4
28	23	1	24	10	5
29	24	2	26	8	2
30	25	1	26	10	2
31	26	4	30	7	7
32	27	9	36	6	6
33	28	3	31	5	5
34	28	1	29	9	6
35	28	7	35	6	6
36	29	6	35	6	6
37	29	6	35	8	6
38	29	2	31	5	1
39	30	9	39	6	4
40	30	10	40	5	7
41	31	7	38	5	1
42	35	7	42	10	4
43	35	4	39	6	7
44	36	8	44	8	8
45	39	3	42	10	2
46	39	7	46	7	1
47	40	2	42	8	2
48	40	3	43	10	8
49	40	6	46	8	1
50	42	5	47	7	7
51	43	9	52	5	5
52	44	6	50	8	5
53	46	6	52	7	5
54	50	10	60	9	2
55	50	8	58	7	2
56	52	8	60	10	4
57	52	5	57	5	6
58	52	5	57	9	8
59	58	2	60	9	1
60	58	2	60	6	3
