作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	9	4
2	0	3	3	6	3
3	0	8	8	5	6
4	0	0	0	10	8
5	0	0	0	5	2
6	3	1	4	6	4
7	3	6	9	6	2
8	6	2	8	6	1
9	6	5	11	10	6
10	8	3	11	8	6
11	8	5	13	5	1
12	9	2	11	5	2
13	11	8	19	6	3
14	11	3	14	7	5
15	13	10	23	6	3
16	13	8	21	10	3
17	13	1	14	5	5
18	14	7	21	8	8
19	14	8	22	5	4
20	21	7	28	5	2
21	21	2	23	9	2
22	22	3	25	6	5
23	22	3	25	10	4
24	23	1	24	6	1
25	25	3	28	8	8
26	25	3	28	6	2
27	25	10	35	9	7
28	28	1	29	7	7
29	28	1	29	6	5
30	28	4	32	7	7
31	29	3	32	7	5
32	29	10	39	10	5
33	32	1	33	8	7
34	32	1	33	5	6
35	33	1	34	7	3
36	33	1	34	8	6
37	34	7	41	9	6
38	34	8	42	7	4
39	35	4	39	9	4
40	35	8	43	7	5
41	39	5	44	6	1
42	43	9	52	9	5
43	43	5	48	5	8
44	44	3	47	9	1
45	47	6	53	8	3
46	48	2	50	6	8
47	50	9	59	9	2
48	50	7	57	9	5
49	52	1	53	8	1
50	52	7	59	10	5
51	53	8	61	5	2
52	57	2	59	7	1
53	59	10	69	9	7
54	59	9	68	5	5
55	59	6	65	7	3
56	61	2	63	9	8
57	63	5	68	7	6
58	65	3	68	6	4
59	68	2	70	9	8
60	70	6	76	9	1
