作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	6
2	0	2	2	8	5
3	0	2	2	6	3
4	0	0	0	7	1
5	0	0	0	5	8
6	2	3	5	8	6
7	2	4	6	5	1
8	2	9	11	6	2
9	5	9	14	6	1
10	5	8	13	6	8
11	5	8	13	6	7
12	6	4	10	5	1
13	10	5	15	9	4
14	11	9	20	10	5
15	11	3	14	10	2
16	11	8	19	10	1
17	13	8	21	9	8
18	14	9	23	5	1
19	14	5	19	10	2
20	14	4	18	6	4
21	15	10	25	10	2
22	18	2	20	7	7
23	19	5	24	8	2
24	19	9	28	8	8
25	19	6	25	10	3
26	21	10	31	8	5
27	23	5	28	8	6
28	23	7	30	7	5
29	24	4	28	7	7
30	25	9	34	8	2
31	25	4	29	5	6
32	25	2	27	5	2
33	27	6	33	9	8
34	28	8	36	7	6
35	28	2	30	5	1
36	28	7	35	5	2
37	29	10	39	9	7
38	30	3	33	10	1
39	30	3	33	8	5
40	31	8	39	9	8
41	33	10	43	10	7
42	33	4	37	6	6
43	33	9	42	7	4
44	35	9	44	7	2
45	36	3	39	8	1
46	39	6	45	9	3
47	39	10	49	9	7
48	39	3	42	5	5
49	42	5	47	9	6
50	42	8	50	7	5
51	44	7	51	8	8
52	44	8	52	6	4
53	44	9	53	7	7
54	45	6	51	10	7
55	47	10	57	8	5
56	51	8	59	6	7
57	52	5	57	7	4
58	59	8	67	9	7
59	59	7	66	10	4
60	66	2	68	8	6
