作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	5	7
2	0	1	1	6	1
3	0	9	9	10	8
4	0	0	0	8	6
5	0	0	0	10	1
6	1	4	5	7	6
7	1	9	10	7	4
8	1	6	7	5	4
9	5	4	9	7	5
10	7	1	8	5	1
11	7	10	17	6	8
12	9	4	13	9	8
13	9	4	13	6	2
14	9	9	18	5	8
15	10	1	11	10	7
16	13	3	16	8	1
17	13	9	22	6	4
18	16	7	23	10	7
19	17	8	25	6	2
20	17	8	25	5	1
21	18	5	23	5	8
22	18	9	27	9	2
23	22	1	23	9	6
24	22	10	32	6	3
25	23	2	25	5	7
26	23	7	30	9	2
27	25	7	32	6	7
28	25	6	31	8	2
29	30	3	33	6	1
30	31	2	33	9	8
31	32	10	42	8	8
32	33	5	38	6	7
33	33	3	36	6	8
34	36	8	44	5	8
35	38	3	41	7	5
36	38	3	41	6	7
37	41	8	49	10	3
38	41	10	51	10	2
39	42	8	50	6	8
40	42	8	50	8	2
41	44	8	52	9	8
42	44	3	47	9	3
43	44	1	45	6	6
44	47	3	50	6	6
45	50	6	56	5	2
46	50	5	55	10	8
47	50	8	58	7	3
48	51	6	57	7	2
49	52	7	59	10	3
50	55	2	57	7	7
51	56	6	62	6	7
52	57	6	63	7	5
53	57	1	58	10	3
54	57	8	65	10	5
55	58	2	60	7	8
56	60	5	65	10	6
57	63	8	71	7	2
58	63	1	64	5	7
59	65	1	66	5	3
60	65	2	67	8	5
