作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	8	6
2	0	5	5	9	6
3	0	4	4	6	7
4	0	0	0	5	1
5	0	0	0	7	5
6	4	3	7	6	8
7	4	6	10	6	7
8	4	1	5	6	1
9	5	1	6	6	4
10	5	10	15	5	6
11	5	6	11	5	3
12	7	5	12	6	4
13	7	8	15	5	1
14	10	7	17	6	2
15	10	2	12	8	2
16	11	8	19	9	2
17	15	7	22	6	2
18	15	5	20	7	3
19	15	8	23	9	4
20	15	8	23	6	5
21	17	3	20	6	7
22	20	10	30	5	1
23	23	7	30	8	6
24	23	2	25	5	6
25	23	3	26	9	3
26	23	7	30	6	8
27	23	1	24	10	2
28	24	1	25	8	6
29	24	2	26	7	1
30	26	3	29	9	7
31	26	2	28	10	8
32	26	9	35	10	7
33	29	2	31	6	2
34	30	9	39	8	8
35	30	3	33	8	8
36	30	9	39	8	7
37	30	1	31	7	7
38	31	2	33	5	3
39	31	7	38	7	8
40	33	1	34	7	5
41	33	6	39	5	4
42	34	7	41	8	8
43	35	5	40	10	6
44	35	9	44	6	5
45	39	5	44	9	4
46	39	8	47	5	3
47	39	8	47	9	8
48	40	6	46	10	2
49	41	4	45	5	4
50	45	7	52	7	7
51	46	9	55	5	6
52	47	3	50	8	2
53	47	6	53	6	8
54	47	2	49	8	4
55	49	6	55	8	6
56	52	9	61	9	5
57	55	6	61	7	7
58	55	8	63	10	3
59	61	6	67	6	8
60	61	10	71	6	3
