作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	5	4
2	0	6	6	6	4
3	0	0	0	10	3
4	0	0	0	7	1
5	3	4	7	9	2
6	3	9	12	9	4
7	7	6	13	7	6
8	7	7	14	8	5
9	12	4	16	10	6
10	14	7	21	10	2
11	14	1	15	6	8
12	16	2	18	7	8
13	18	2	20	7	2
14	20	5	25	9	6
15	20	3	23	10	5
16	21	8	29	7	1
17	21	7	28	10	7
18	25	1	26	8	5
19	26	4	30	6	5
20	29	3	32	6	8
21	30	3	33	5	1
22	32	6	38	8	1
23	32	3	35	9	5
24	33	3	36	9	4
25	36	9	45	6	8
26	36	10	46	8	7
27	38	8	46	6	5
28	45	8	53	6	8
29	46	3	49	5	2
30	46	6	52	5	1
31	49	6	55	7	2
32	52	3	55	6	7
33	53	2	55	5	7
34	55	10	65	9	8
35	55	6	61	10	8
36	55	7	62	7	2
37	55	4	59	10	8
38	59	2	61	10	8
39	62	2	64	7	3
40	64	8	72	7	7
41	65	1	66	5	8
42	65	5	70	6	7
43	66	7	73	8	1
44	70	3	73	8	7
45	72	2	74	7	8
46	73	8	81	7	4
47	73	9	82	10	2
48	74	6	80	8	8
49	74	5	79	9	2
50	80	8	88	7	7
51	81	9	90	9	6
52	88	7	95	10	7
53	88	7	95	7	2
54	90	7	97	8	5
55	95	3	98	10	4
56	95	5	100	9	8
57	95	10	105	8	2
58	97	9	106	6	1
59	100	10	110	7	5
60	106	9	115	6	3
