作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	6	3
2	0	3	3	8	6
3	0	10	10	5	5
4	0	0	0	7	7
5	0	0	0	9	7
6	3	8	11	8	5
7	3	10	13	9	1
8	8	5	13	7	2
9	8	9	17	9	3
10	8	10	18	7	5
11	10	4	14	9	8
12	10	1	11	6	3
13	10	7	17	5	5
14	13	7	20	8	7
15	13	3	16	8	2
16	16	7	23	8	7
17	16	6	22	10	7
18	16	1	17	8	4
19	17	8	25	7	2
20	17	9	26	10	6
21	17	8	25	6	2
22	17	10	27	7	4
23	17	1	18	5	7
24	18	9	27	6	2
25	18	2	20	6	1
26	18	7	25	8	6
27	18	3	21	5	1
28	20	1	21	8	1
29	20	1	21	7	8
30	20	4	24	7	1
31	21	6	27	6	2
32	21	9	30	6	2
33	22	1	23	5	7
34	24	7	31	6	7
35	25	8	33	9	3
36	25	2	27	5	1
37	25	9	34	9	8
38	27	1	28	8	2
39	27	6	33	10	2
40	27	6	33	7	4
41	27	4	31	8	8
42	27	8	35	10	5
43	30	10	40	6	8
44	31	3	34	9	4
45	31	4	35	10	6
46	31	8	39	9	5
47	33	2	35	6	3
48	33	7	40	10	6
49	34	10	44	6	1
50	34	7	41	9	5
51	35	4	39	10	3
52	39	9	48	7	7
53	39	8	47	9	1
54	40	2	42	7	5
55	41	5	46	7	8
56	42	3	45	10	3
57	45	7	52	8	1
58	46	5	51	8	5
59	47	3	50	6	6
60	48	6	54	8	2
