作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	10	3
2	0	4	4	7	7
3	0	7	7	9	5
4	0	0	0	10	6
5	0	0	0	7	5
6	3	3	6	10	5
7	4	8	12	9	8
8	4	10	14	9	6
9	6	2	8	5	1
10	6	6	12	7	2
11	6	8	14	10	4
12	7	10	17	10	4
13	12	5	17	5	7
14	12	1	13	7	3
15	13	4	17	5	4
16	14	1	15	5	2
17	15	7	22	8	8
18	15	3	18	7	6
19	15	4	19	10	7
20	17	9	26	5	5
21	17	4	21	5	1
22	18	8	26	10	2
23	19	8	27	5	4
24	21	7	28	10	1
25	21	8	29	5	7
26	22	2	24	6	5
27	22	2	24	7	5
28	26	5	31	7	8
29	26	7	33	9	5
30	26	6	32	8	5
31	28	7	35	6	4
32	28	7	35	7	5
33	29	6	35	8	3
34	29	10	39	7	1
35	32	1	33	6	1
36	32	1	33	5	7
37	33	5	38	5	4
38	35	5	40	7	3
39	35	2	37	8	6
40	35	8	43	9	5
41	35	9	44	6	8
42	39	7	46	7	6
43	39	9	48	10	5
44	39	10	49	8	4
45	43	5	48	6	6
46	43	9	52	5	8
47	43	3	46	5	4
48	46	4	50	10	6
49	48	10	58	9	5
50	48	3	51	9	4
51	50	5	55	9	1
52	51	2	53	8	8
53	52	8	60	8	2
54	60	2	62	8	6
55	60	10	70	8	8
56	62	3	65	10	6
57	65	10	75	9	2
58	70	7	77	6	5
59	70	8	78	5	4
60	77	7	84	7	8
