作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	5	6
2	0	6	6	10	2
3	0	0	0	5	6
4	0	0	0	8	6
5	2	2	4	7	3
6	4	8	12	6	5
7	4	1	5	5	5
8	5	4	9	9	2
9	6	10	16	10	7
10	9	1	10	7	2
11	10	2	12	9	4
12	12	2	14	7	1
13	16	9	25	5	4
14	16	9	25	9	1
15	25	3	28	10	7
16	25	2	27	7	1
17	25	10	35	8	2
18	28	3	31	5	5
19	31	4	35	6	3
20	35	5	40	7	1
21	35	2	37	8	8
22	35	3	38	10	5
23	37	2	39	5	2
24	38	1	39	10	2
25	39	6	45	7	5
26	40	1	41	7	3
27	41	1	42	9	2
28	42	1	43	10	1
29	42	10	52	9	8
30	45	2	47	8	4
31	45	7	52	10	1
32	47	3	50	7	6
33	50	3	53	6	4
34	52	4	56	10	1
35	52	10	62	6	5
36	53	6	59	8	4
37	56	6	62	9	8
38	59	9	68	9	4
39	62	9	71	6	3
40	62	5	67	6	2
41	67	4	71	5	8
42	68	7	75	7	3
43	71	7	78	8	5
44	75	1	76	7	1
45	76	9	85	8	5
46	78	10	88	8	1
47	78	7	85	7	7
48	85	4	89	5	4
49	85	4	89	5	8
50	89	10	99	5	5
51	89	10	99	6	1
52	99	3	102	7	3
53	99	1	100	9	1
54	100	1	101	7	5
55	100	10	110	7	3
56	101	9	110	9	5
57	102	8	110	6	4
58	110	9	119	10	6
59	110	6	116	7	5
60	110	6	116	10	8
