作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	9	7
2	0	7	7	6	4
3	0	9	9	5	3
4	0	0	0	6	5
5	0	0	0	9	6
6	7	9	16	7	3
7	7	4	11	8	6
8	9	8	17	8	8
9	9	1	10	6	6
10	10	6	16	6	4
11	11	6	17	10	8
12	11	7	18	10	8
13	16	9	25	9	4
14	16	3	19	6	4
15	16	7	23	8	8
16	17	3	20	6	8
17	17	8	25	6	4
18	17	5	22	5	6
19	18	1	19	5	3
20	18	3	21	8	2
21	18	7	25	9	3
22	19	2	21	7	2
23	20	10	30	6	2
24	21	8	29	10	4
25	21	10	31	6	4
26	22	8	30	9	5
27	25	1	26	7	1
28	25	9	34	9	6
29	25	6	31	8	7
30	25	8	33	8	7
31	30	7	37	7	6
32	30	3	33	6	2
33	31	5	36	5	6
34	33	10	43	8	8
35	33	4	37	9	8
36	33	10	43	8	3
37	33	4	37	10	2
38	34	5	39	5	8
39	34	8	42	8	7
40	37	10	47	6	6
41	37	10	47	8	2
42	37	10	47	9	7
43	39	5	44	6	1
44	39	10	49	5	2
45	43	10	53	10	5
46	44	10	54	9	4
47	47	8	55	8	3
48	47	9	56	10	8
49	49	3	52	10	5
50	52	1	53	5	6
51	53	5	58	10	2
52	54	9	63	8	8
53	54	9	63	10	7
54	55	8	63	6	6
55	55	9	64	8	4
56	63	2	65	6	1
57	63	9	72	7	7
58	63	1	64	5	4
59	64	1	65	7	5
60	65	6	71	8	2
