作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	5	8
2	0	2	2	6	6
3	0	10	10	7	5
4	0	0	0	9	8
5	0	0	0	9	4
6	2	8	10	6	3
7	2	3	5	7	6
8	5	10	15	10	7
9	5	10	15	9	7
10	5	7	12	10	8
11	10	5	15	5	1
12	12	9	21	9	4
13	15	5	20	7	4
14	15	2	17	8	4
15	15	8	23	10	8
16	15	6	21	10	5
17	15	2	17	7	3
18	15	1	16	9	8
19	16	10	26	9	7
20	16	6	22	6	2
21	16	5	21	10	6
22	17	4	21	7	8
23	21	3	24	5	5
24	21	2	23	10	1
25	21	6	27	7	3
26	21	4	25	10	7
27	22	10	32	8	6
28	23	1	24	10	3
29	23	2	25	10	6
30	23	7	30	5	7
31	25	2	27	7	8
32	25	1	26	7	7
33	26	9	35	6	2
34	27	5	32	6	1
35	27	1	28	5	5
36	27	1	28	10	1
37	27	6	33	9	5
38	30	2	32	5	2
39	32	1	33	10	2
40	32	3	35	6	2
41	32	4	36	8	4
42	32	4	36	8	2
43	33	8	41	9	1
44	33	6	39	8	3
45	33	7	40	10	2
46	35	10	45	10	1
47	35	10	45	5	1
48	35	9	44	6	3
49	36	4	40	7	1
50	39	2	41	6	3
51	40	9	49	9	1
52	40	2	42	6	4
53	41	5	46	10	3
54	44	3	47	10	3
55	44	3	47	5	4
56	45	8	53	9	7
57	45	10	55	7	7
58	47	2	49	7	6
59	49	6	55	6	2
60	55	6	61	7	3
