作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	9	4
2	0	3	3	9	4
3	0	6	6	8	8
4	0	0	0	6	4
5	0	0	0	9	7
6	3	3	6	5	3
7	6	3	9	10	4
8	6	1	7	5	6
9	6	8	14	6	4
10	6	2	8	8	3
11	7	5	12	10	8
12	9	6	15	5	2
13	9	6	15	7	6
14	12	3	15	8	6
15	14	5	19	6	3
16	15	9	24	10	5
17	15	4	19	7	5
18	15	6	21	6	1
19	15	7	22	5	1
20	19	1	20	7	3
21	20	9	29	7	1
22	20	1	21	5	7
23	21	1	22	5	4
24	22	7	29	8	2
25	22	6	28	9	6
26	24	7	31	6	1
27	28	1	29	9	7
28	28	8	36	8	3
29	29	9	38	7	4
30	31	9	40	8	8
31	36	8	44	10	7
32	38	1	39	8	8
33	38	10	48	7	2
34	39	6	45	5	5
35	40	1	41	7	8
36	41	10	51	7	1
37	44	4	48	10	8
38	45	10	55	8	5
39	48	6	54	5	1
40	51	9	60	8	5
41	51	10	61	5	2
42	54	8	62	8	7
43	55	4	59	6	2
44	59	10	69	9	1
45	59	5	64	7	1
46	60	8	68	8	6
47	61	8	69	10	1
48	62	10	72	5	4
49	64	8	72	7	3
50	68	3	71	10	8
51	71	6	77	5	5
52	71	8	79	6	6
53	72	9	81	8	6
54	72	9	81	10	3
55	77	5	82	9	2
56	81	1	82	7	5
57	81	1	82	7	7
58	82	9	91	9	4
59	82	9	91	7	1
60	82	5	87	10	3
