作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	10	1
2	0	3	3	9	1
3	0	3	3	6	7
4	0	0	0	6	3
5	0	0	0	5	2
6	3	2	5	6	8
7	3	3	6	9	5
8	3	7	10	7	6
9	3	3	6	6	3
10	3	6	9	5	2
11	5	4	9	7	7
12	6	8	14	9	5
13	6	1	7	8	4
14	7	6	13	10	1
15	7	1	8	5	7
16	9	3	12	5	3
17	9	9	18	8	5
18	9	7	16	10	6
19	10	3	13	8	6
20	13	8	21	7	3
21	13	4	17	9	5
22	13	2	15	5	3
23	16	5	21	10	5
24	16	7	23	6	4
25	17	2	19	7	6
26	17	3	20	10	6
27	18	3	21	9	1
28	18	3	21	8	2
29	21	8	29	6	2
30	21	3	24	6	2
31	21	6	27	7	2
32	21	1	22	5	4
33	23	10	33	9	6
34	23	9	32	10	6
35	24	1	25	9	1
36	27	10	37	9	6
37	29	10	39	8	8
38	29	6	35	5	6
39	33	9	42	8	2
40	37	5	42	8	1
41	37	1	38	9	1
42	38	9	47	7	2
43	42	9	51	7	4
44	42	10	52	10	1
45	42	4	46	5	4
46	46	1	47	7	6
47	47	1	48	5	4
48	48	2	50	5	2
49	51	9	60	6	3
50	51	3	54	9	3
51	52	6	58	8	3
52	52	6	58	5	1
53	52	6	58	10	6
54	58	5	63	7	8
55	58	2	60	5	1
56	58	8	66	9	4
57	60	1	61	8	2
58	61	5	66	7	2
59	66	4	70	5	3
60	66	7	73	6	6
